time_index,zone_index,zone,tx_x,tx_y,tx_z,orientation_deg_x,orientation_deg_y,orientation_deg_z,r_true_x,r_true_y,r_true_z,body_center_x,body_center_y,body_center_z,distance_true_m,azimuth_true_deg,elevation_true_deg
23,1,Z1-east,2.2124747014490658,-0.08000000000000007,1.2997260947684137,83.08051135936587,-4.284609594580496,-4.346601372197912,-0.36804676053686597,-0.060233745638747144,-0.02582571431978123,1.8444279409121997,-0.14023374563874721,1.2739003804486324,0.3738361801317275,189.29450819161536,-3.9613178658900075
24,1,Z1-east,2.1875252985509346,0.08000000000000007,1.2997260947684137,81.24008694075215,-3.1705174707157138,-3.9002865409260594,-0.3612158140080153,-0.041761554587732716,-0.025381550486145075,1.8263094845429193,0.038238445412267355,1.2743445442822687,0.36450667323951425,186.5949064980246,-3.992885747127732
25,1,Z1-east,2.1647328848624516,0.24,1.2975528258147577,79.62084433621935,-1.8767796421333602,-3.355492141795184,-0.35846772812197286,-0.023819156764972017,-0.024284607705879452,1.8062651567404788,0.21618084323502798,1.2732682181088784,0.3600780561286003,183.80155258577315,-3.8671129018321486
26,1,Z1-east,2.148038475772934,0.3999999999999999,1.293301270189222,78.26366831417613,-0.4767010018302787,-2.725973860813336,-0.3595016211456415,-0.005987395149839236,-0.022551479486363244,1.7885368546272926,0.39401260485016065,1.2707497907028587,0.3602580099512689,180.9541563623262,-3.5889554424768484
27,1,Z1-east,2.1403286862779036,0.5599999999999998,1.2871572412738697,77.20282664104352,0.9503881464432915,-2.0276266040649684,-0.3634357305214791,0.012099611402912025,-0.020135496256347085,1.7768929557564246,0.5720996114029119,1.2670217450175225,0.36419413645097587,178.09319599267886,-3.169374237846297
28,1,Z1-east,2.142936609022291,0.72,1.2793892626146237,76.46510484358748,2.323627047903843,-1.2780831622023743,-0.36897233527847684,0.030598658740628438,-0.01697370664011306,1.7739642737438142,0.7505986587406284,1.2624155559745107,0.3706278036449543,175.25934246772914,-2.6249029970815023
29,1,Z1-east,2.1554113104713566,0.8800000000000001,1.27033683215379,76.06912989268602,3.5652061738302634,-0.49626899454030615,-0.37464282012903677,0.04937001705559041,-0.013044026847499996,1.7807684903423198,0.9293700170555905,1.25729280530629,0.3781068471936278,172.49288143146654,-1.9769967544668892
30,1,Z1-east,2.175595801415452,1.0399999999999998,1.260395584540888,76.02489988505295,4.604776012163448,0.2980756258490995,-0.37908428666012434,0.06798168747208763,-0.008411581770404906,1.7965115147553279,1.1079816874720874,1.2519840027704832,0.3852235207409435,169.83314048619533,-1.251186428088907
31,1,Z1-east,2.2,1.2,1.25,76.33353159813329,5.383433163715276,1.084894040531593,-0.3812918955302773,0.08580246730959815,-0.003247469026375156,1.8187081044697229,1.285802467309598,1.246752530973625,0.39084027306377195,167.3179301171371,-0.4760727672076146
32,2,Z2-north,2.2,1.2,1.28,166.98723229223657,5.857057886514306,1.84431962262004,-0.10215543600977807,-0.3807974664103644,0.0021868622829012896,2.097844563990222,0.8192025335896356,1.2821868622829014,0.3942679620480782,254.98300618414655,0.31780066788685757
33,2,Z2-north,1.9066666666666667,1.224404198584548,1.2883164676327103,167.96949647188475,5.998813978620394,2.55717739551711,-0.11648638753952478,-0.3777430215023515,0.007584210500998461,1.790180279127142,0.8466611770821965,1.2959006781337088,0.39536867481460614,252.861561621678,1.0991510830041005
34,2,Z2-north,1.6133333333333335,1.2445886895286435,1.296269465723032,169.2555226382853,5.800669352748222,3.205468187961102,-0.12849821067574488,-0.37284245060195315,0.012649630118617274,1.4848351226575887,0.8717462389266903,1.3089190958416492,0.3945672265405172,250.9837545729222,1.8371891568919132
35,2,Z2-north,1.32,1.2570633909777091,1.303511410091699,170.81283951021473,5.2738511449346035,3.7728231007911504,-0.13821299735308581,-0.36724800477771363,0.017151775190380452,1.1817870026469142,0.8898153861999956,1.3206631852820794,0.39276979650008353,249.37627966608812,2.5028323026422403
36,2,Z2-north,1.0266666666666668,1.2596713137220963,1.3097257930190958,172.60212590166333,4.4482095701917075,4.244916810456821,-0.14594489667382257,-0.3623545089988537,0.02095022743447074,0.8807217699928442,0.8973168047232426,1.3306760204535666,0.39120278000864095,248.06198852750316,3.0698506747756342
37,2,Z2-north,0.7333333333333334,1.2519615242270663,1.3146410161513775,174.57820355489102,3.370526569924619,4.609829273641034,-0.15219160668969767,-0.3595798423826436,0.023990398287129597,0.5811417266436357,0.8923816818444227,1.3386314144385072,0.39119750434364164,247.05956492626174,3.5159007632897348
38,2,Z2-north,0.43999999999999995,1.2352671151375483,1.318042260651806,176.69117786053934,2.1018650853829444,4.85834670020205,-0.15747371101865906,-0.3601562070109734,0.026269513333250935,0.2825262889813409,0.8751109081265749,1.344311773985057,0.39395501068178473,246.3832591685179,3.823405845623043
39,2,Z2-north,0.1466666666666665,1.2124747014490656,1.319780875814731,178.887697662396,0.7141091508114227,4.98419419507348,-0.16216360656638476,-0.36495691999088026,0.027787821463527762,-0.01549693989971826,0.8475177814581853,1.3475686972782586,0.40032830497672267,246.04268551723362,3.98024860208971
40,2,Z2-north,-0.1466666666666665,1.1875252985509344,1.319780875814731,181.112302337604,-0.7141091508114289,4.98419419507348,-0.16634744845209376,-0.3743728554197221,0.02850475082772588,-0.31301411511876026,0.8131524431312123,1.3482856266424568,0.41065682668304554,246.04268551723362,3.9802486020897097
41,2,Z2-north,-0.43999999999999995,1.1647328848624516,1.318042260651806,183.3088221394607,-2.1018650853829506,4.858346700202049,-0.16975517596943712,-0.38824499595610923,0.028318287729874443,-0.6097551759694371,0.7764878889063425,1.3463605483816805,0.4246797876910624,246.3832591685179,3.8234058456230424
42,2,Z2-north,-0.7333333333333334,1.1480384757729336,1.3146410161513775,185.42179644510898,-3.3705265699246243,4.609829273641033,-0.17177794048077089,-0.4058560528165578,0.027077848106820082,-0.9051112738141043,0.7421824229563758,1.3417188642581976,0.44154275704822493,247.05956492626174,3.5159007632897357
43,2,Z2-north,-1.0266666666666664,1.1403286862779036,1.3097257930190958,187.39787409833667,-4.448209570191705,4.24491681045682,-0.17157257319718106,-0.4259833466974907,0.02462905186764946,-1.1982392398638475,0.7143453395804129,1.3343548448867453,0.4598973252074815,248.06198852750316,3.069850674775631
44,2,Z2-north,-1.3200000000000003,1.1429366090222908,1.303511410091699,189.18716048978527,-5.273851144934602,3.7728231007911495,-0.16823277156222313,-0.44701403542111895,0.020877129739965472,-1.4882327715622234,0.6959225736011718,1.3243885398316644,0.47807914390523243,249.37627966608812,2.5028323026422368
45,2,Z2-north,-1.6133333333333337,1.1554113104713564,1.296269465723032,190.7444773617147,-5.800669352748224,3.2054681879611007,-0.16099022850447706,-0.4671192774041302,0.015848211680022324,-1.7743235618378108,0.6882920330672262,1.3121176774030543,0.4943373734707252,250.9837545729222,1.8371891568919123
46,2,Z2-north,-1.9066666666666672,1.175595801415452,1.2883164676327103,192.03050352811525,-5.998813978620394,2.557177395517108,-0.14939973401485473,-0.4844746938286697,0.009727136839721956,-2.056066400681522,0.6911211075867822,1.2980436044724324,0.5070804932899621,252.86156162167802,1.0991510830040994
47,2,Z2-north,-2.2,1.2,1.28,193.01276770776343,-5.857057886514305,1.8443196226200382,-0.13346341167412612,-0.4975019539745907,0.0028570785122931743,-2.3334634116741264,0.7024980460254093,1.2828570785122932,0.5151008050487385,254.98300618414657,0.31780066788686
48,3,Z3-west,-2.2,1.2,1.24,-76.33353159813329,-5.383433163715271,1.0848940405315868,0.5050945294534781,-0.11366188833207806,-0.004301897992115781,-1.694905470546522,1.0863381116679218,1.235698102007884,0.5177431939382485,347.31793011713717,-0.47607276720761926
49,3,Z3-west,-2.175595801415452,1.04,1.250395584540888,-76.02489988505293,-4.604776012163447,0.2980756258490975,0.5067849729350772,-0.09088242076494074,-0.011245159427243181,-1.668810828480375,0.9491175792350592,1.239150425113645,0.5149923075225947,349.8331404861953,-1.2511864280889113
50,3,Z3-west,-2.1554113104713566,0.8799999999999999,1.26033683215379,-76.06912989268602,-3.5652061738302585,-0.49626899454030815,0.5028157852459112,-0.06626050883575062,-0.017506655004987035,-1.6525955252254454,0.8137394911642493,1.242830177148803,0.5074649267615433,352.49288143146657,-1.97699675446689
51,3,Z3-west,-2.142936609022291,0.72,1.2693892626146237,-76.46510484358748,-2.3236270479038366,-1.278083162202376,0.4940921295427399,-0.04097476968536998,-0.02272954923224138,-1.6488444794795512,0.67902523031463,1.2466597133823822,0.4963089729544991,355.25934246772914,-2.624902997081503
52,3,Z3-west,-2.1403286862779036,0.5599999999999999,1.2771572412738696,-77.20282664104352,-0.9503881464432749,-2.0276266040649746,0.48201916991099253,-0.01604752685243317,-0.02670539623967082,-1.658309516366911,0.5439524731475668,1.2504518450341988,0.4830250319270003,358.0931959926789,-3.1693742378462995
53,3,Z3-west,-2.148038475772934,0.4,1.283301270189222,-78.26366831417613,0.47670100183028496,-2.7259738608133377,0.4682530317627469,0.007798618327059219,-0.02937343816857781,-1.6797854440101871,0.4077986183270592,1.2539278320206442,0.46923823274820486,0.9541563623262126,-3.588955442476849
54,3,Z3-west,-2.1647328848624516,0.24,1.2875528258147577,-79.62084433621935,1.876779642133366,-3.3554921417951853,0.45441458451449457,0.030194551352074554,-0.03078458409235048,-1.7103183003479572,0.27019455135207454,1.2567682417224073,0.4564559301494206,3.801552585773166,-3.867112901832149
55,3,Z3-west,-2.1875252985509346,0.08000000000000007,1.2897260947684137,-81.24008694075218,3.170517470715724,-3.9002865409260634,0.44182348706764846,0.05108091882408181,-0.031045609599814884,-1.745701811483286,0.13108091882408188,1.2586804851685989,0.445848723075387,6.594906498024624,-3.9928857471277324
56,3,Z3-west,-2.2124747014490658,-0.08000000000000007,1.2897260947684137,-83.08051135936587,4.284609594580493,-4.346601372197912,0.4313041093883175,0.07058630805484321,-0.03026446068364357,-1.7811705920607483,-0.009413691945156857,1.2594616340847702,0.43808857465190154,9.294508191615371,-3.9613178658900075
57,3,Z3-west,-2.2352671151375487,-0.24,1.2875528258147577,-85.09564813410647,5.155930083477965,-4.68316749134364,0.4230972409201448,0.08886739377561174,-0.028515612829556874,-1.812169874217404,-0.15113260622438823,1.2590372129852008,0.4332687723870183,11.861980526801343,-3.773653198888537
58,3,Z3-west,-2.2519615242270663,-0.3999999999999999,1.283301270189222,-87.23461643950867,5.735108768434565,-4.901486834023181,0.41688728079093684,0.10595972671325801,-0.02583609158820243,-1.8350742434361296,-0.29404027328674187,1.2574651786010196,0.43091759328085427,14.260824695321054,-3.437286722318641
59,3,Z3-west,-2.2596713137220967,-0.5599999999999998,1.2771572412738696,-89.44340878864304,5.989328620691598,-4.996046986136509,0.41193041113893253,0.12168266934708345,-0.02225101010236193,-1.8477409025831641,-0.4383173306529164,1.2549062311715078,0.43010282850859866,16.45693908207391,-2.965473046794472
60,3,Z3-west,-2.2570633909777094,-0.72,1.2693892626146237,-91.66625468522666,5.904185207870524,-4.964460368509867,0.4072507973953581,0.13562514115958366,-0.017816428508743605,-1.8498125935823513,-0.5843748588404163,1.25157283410588,0.42961007439132426,18.419104048653793,-2.376804115886839
61,3,Z3-west,-2.2445886895286438,-0.8800000000000001,1.26033683215379,-93.84702879051436,5.484502868124205,-4.807524521637101,0.40186264076998623,0.1472153571794947,-0.012660823231171466,-1.8427260487586574,-0.7327846428205054,1.2476760089226184,0.4281661358409889,20.119425747126645,-1.6944765856341064
62,3,Z3-west,-2.224404198584548,-1.0399999999999998,1.250395584540888,-95.9306680497194,4.75406135676944,-4.529201968327613,0.39497664820243256,0.15585412488550965,-0.007006747774648391,-1.8294275503821156,-0.8841458751144902,1.2433888367662396,0.42467182080217397,21.533732654861105,-0.9453777541316107
63,3,Z3-west,-2.2,-1.2,1.24,-97.86456199649079,3.7542484539633563,-4.1365201627152866,0.38615832501276975,0.1610737753435658,-0.0011612988138287573,-1.8138416749872304,-1.0389262246564341,1.2388387011861712,0.41840693313451727,22.64191919333123,-0.159026060387705
64,4,Z4-center,-1.85,-0.85,1.18,15.076982039127271,2.5417148784511605,-3.6393940518474692,-0.30455907348679706,0.27321634866312494,0.004524670551085246,-2.154559073486797,-0.576783651336875,1.1845246705510852,0.4091746266125777,138.1050947163943,0.63359209762886
65,4,Z4-center,-1.6033333333333335,-0.6959930023590867,1.1966329352654206,13.584053337875012,1.1851643830677028,-3.0503757300526186,-0.29778531697803023,0.2629179942976143,0.009717034573669132,-1.9011186503113637,-0.43307500806147237,1.2063499698390898,0.39736178413895334,138.5583547828753,1.4012433902552999
66,4,Z4-center,-1.3566666666666667,-0.5490188507855939,1.212538931446064,12.371210498822991,-0.23853909058155093,-2.3843375071425315,-0.28809476545755386,0.2533459321604142,0.01415930051839118,-1.6447614321242205,-0.2956729186251797,1.226698231964455,0.3839052500519396,138.67211908481863,2.1136783138104764
67,4,Z4-center,-1.1099999999999999,-0.41489434837048467,1.2270228201833977,11.469076974227177,-1.6487266245061538,-1.6580963927603378,-0.27668592303392986,0.245266903748423,0.017713678792963834,-1.3866859230339297,-0.16962744462206167,1.2447364989763616,0.3701685136473067,138.4447703656771,2.7428231803456535
68,4,Z4-center,-0.8633333333333334,-0.29721447712983934,1.2394515860381914,10.90043101863917,-2.965495131700343,-0.8899894783877476,-0.26492391853286296,0.23954902024972857,0.020368268340083106,-1.1282572518661964,-0.057665456880110766,1.2598198543782746,0.35774751161760093,137.87954058132993,3.263886368796646
69,4,Z4-center,-0.6166666666666667,-0.19673079295488943,1.2492820323027551,10.679630553556143,-4.114234770518488,-0.09941093832534444,-0.2541005619098506,0.23708144728629132,0.022207592056173252,-0.8707672285765173,0.04035065433140189,1.2714896243589284,0.3482353878559698,136.98446495507434,3.656335245416141
70,4,Z4-center,-0.3699999999999999,-0.1112214747707526,1.2560845213036123,10.812250639722034,-5.029856436781657,0.6936776599453414,-0.24520156767617782,0.2386791310696274,0.023356160713098546,-0.6152015676761777,0.1274576562988748,1.2794406820167108,0.34298257483764927,135.77226775007546,3.904705257676204
71,4,Z4-center,-0.1233333333333333,-0.03587549758489071,1.2595617516294617,11.294942710656413,-5.660479798332807,1.4692513716896072,-0.23872589392462637,0.24497187763151787,0.023914036484138257,-0.3620592272579597,0.20909638004662717,1.2834757881135999,0.342889420077943,134.26018138311693,3.9992093190802622
72,4,Z4-center,0.1233333333333333,0.03587549758489074,1.2595617516294617,12.115519121668097,-5.970372903134566,2.207727491079564,-0.23459302224218578,0.25628531527141307,0.023906310285763555,-0.11125968890885249,0.2921608128563038,1.2834680619152252,0.34826363660303306,132.4697014511039,3.9361234719136813
73,4,Z4-center,0.3700000000000001,0.11122147477075273,1.2560845213036123,13.253260879548806,-5.94197679883501,2.8904600011242416,-0.23215831482462815,0.27253172352947796,0.023263984116066557,0.13784168517537196,0.3837531983002307,1.2793485054196787,0.35876487624781717,130.42628115282605,3.71793363078955
74,4,Z4-center,0.6166666666666667,0.1967307929548895,1.2492820323027551,14.679440782982569,-5.576900446184316,3.5002103728471283,-0.23033642859834222,0.2931370993323213,0.021843423298632283,0.38633023806832445,0.4898678922872108,1.2711254556013873,0.37344526303838643,128.15896945003553,3.353237624521107
75,4,Z4-center,0.8633333333333333,0.2972144771298393,1.2394515860381916,16.358048764733123,-4.895829553194955,4.021582826353827,-0.22781111396922257,0.31703273421540434,0.019478735731952763,0.6355222193641107,0.6142472113452436,1.2589303217701444,0.3908798784252121,125.69999811168849,2.856406396386998
76,4,Z4-center,1.1100000000000003,0.4148943483704848,1.2270228201833977,18.246701121215366,-3.9373544956222517,4.441413063745659,-0.22329060873061982,0.34273204437042404,0.016050392310797402,0.8867093912693805,0.7576263927409088,1.243073212494195,0.40936727431360653,123.08432351186883,2.247017713283086
77,4,Z4-center,1.356666666666667,0.549018850785594,1.212538931446064,20.297710672025882,-2.755783735337861,4.7491006586389135,-0.21575598862138534,0.368496389059971,0.011547809886404104,1.1409106780452816,0.917515239845565,1.224086741332468,0.42716927240779085,120.34912969512676,1.5490846986025648
78,4,Z4-center,1.6033333333333335,0.6959930023590867,1.1966329352654206,22.45929082863606,-1.4180666311974175,4.936876709681668,-0.20464946527055136,0.39257073633479184,0.006105380249285984,1.3986838680627822,1.0885637386938785,1.2027383155147067,0.4427532747817362,117.53329977358275,0.7901095887118087
79,4,Z4-center,1.85,0.85,1.18,24.676863170337054,-4.408728476930472e-15,5.0,-0.1899625780555737,0.4134479640033072,1.945044812540921e-17,1.6600374219444265,1.2634479640033072,1.18,0.45499999999999996,114.67686317033707,2.4492935982947065e-15
