condition,seed_index,time_index,zone,E_r_m,E_d_m,azimuth_abs_error_deg,elevation_abs_error_deg,direct_snapshot_nrmse,true_path_count,model_path_count
D1,1,29,Z1-east,0.029591296652618018,0.029591296652618004,0.0,7.771561172376096e-15,0.02142261987092309,45,45
D1,1,30,Z1-east,0.010158563422552292,0.01015856342255228,0.0,1.199040866595169e-14,0.32644729631327923,48,48
D1,1,31,Z1-east,0.014908130297008545,0.014908130297008493,0.0,9.048317650695026e-15,0.31627207081115194,47,48
D1,1,32,Z2-north,0.01879467908320627,0.018794679083206256,5.684341886080802e-14,2.7755575615628914e-15,0.0044250801438953085,58,61
D1,1,33,Z2-north,0.02813800225010042,0.028138002250100436,0.0,1.3988810110276972e-14,0.0,61,61
D1,1,34,Z2-north,0.018704020653749397,0.01870402065374943,2.842170943040401e-14,9.103828801926284e-15,0.0,58,58
D1,1,35,Z2-north,0.01157541779503497,0.011575417795034959,0.0,1.4210854715202004e-14,5.5761531056755134e-05,59,62
D1,1,36,Z2-north,0.023160477766362163,0.023160477766362153,2.842170943040401e-14,3.552713678800501e-15,0.0005704830886287867,63,61
D1,1,37,Z2-north,0.024738182012685864,0.024738182012685905,0.0,7.549516567451064e-15,0.0,62,62
D1,1,38,Z2-north,0.0012102400017587791,0.0012102400017587889,2.842170943040401e-14,5.773159728050814e-15,0.0,62,62
D1,1,39,Z2-north,0.006593489518940734,0.006593489518940676,0.0,1.5987211554602254e-14,0.00029336795364301915,62,59
D1,1,40,Z2-north,0.03863204813418031,0.03863204813418025,0.0,4.440892098500626e-16,0.0,62,62
D1,1,41,Z2-north,0.0015092691714703073,0.0015092691714703732,5.684341886080802e-14,7.993605777301127e-15,0.0,62,62
D1,1,42,Z2-north,0.0067939871246885195,0.006793987124688594,0.0,3.552713678800501e-15,0.0,62,62
D1,1,43,Z2-north,0.020547950538885876,0.020547950538885862,2.842170943040401e-14,4.440892098500626e-16,0.0,62,62
D1,1,44,Z2-north,0.009388051501334382,0.009388051501334427,2.842170943040401e-14,0.0,0.0026382235603867273,63,62
D1,1,45,Z2-north,0.000587857455771133,0.0005878574557711125,2.842170943040401e-14,6.439293542825908e-15,0.0,63,63
D1,1,46,Z2-north,0.03752676616463486,0.03752676616463485,2.842170943040401e-14,8.881784197001252e-15,5.0844221917367894e-05,64,64
D1,1,47,Z2-north,0.017232767840452447,0.017232767840452468,0.0,9.325873406851315e-15,0.0,62,62
D1,1,48,Z3-west,0.002104375436730557,0.0021043754367304768,0.0,7.66053886991358e-15,0.008489169132205323,49,49
D1,1,49,Z3-west,0.02553593688516351,0.025535936885163535,0.0,8.881784197001252e-15,0.04032608086387899,48,48
D1,1,50,Z3-west,0.023967514072224957,0.02396751407222497,0.0,1.2212453270876722e-14,0.03894294690379467,48,49
D1,1,51,Z3-west,0.007657607430669207,0.007657607430669233,0.0,3.9968028886505635e-15,0.14066867389230367,49,49
D1,1,52,Z3-west,0.021961793506878095,0.021961793506878102,0.0,3.9968028886505635e-15,0.17988737805051008,45,45
D1,1,53,Z3-west,0.015933483121957144,0.015933483121957137,0.0,2.6645352591003757e-15,0.575450270493756,45,45
D1,1,54,Z3-west,0.055128752143141245,0.05512875214314117,0.0,5.329070518200751e-15,0.27718041992978076,41,41
D1,1,55,Z3-west,0.0016874131078716886,0.001687413107871627,0.0,1.3766765505351941e-14,0.011831203499825372,41,41
D1,1,56,Z3-west,0.018642853653346836,0.01864285365334678,0.0,8.881784197001252e-16,0.4395741545028438,42,42
D1,1,57,Z3-west,0.012093104537421061,0.012093104537421073,0.0,4.440892098500626e-16,0.21892774585677796,43,43
D1,1,58,Z3-west,0.017635654970313785,0.017635654970313774,0.0,1.509903313490213e-14,0.6045885355993098,42,42
D1,1,59,Z3-west,0.0224638785599511,0.022463878559951134,0.0,1.021405182655144e-14,0.8596614989240743,40,40
D1,1,60,Z3-west,0.019405906395995466,0.019405906395995487,0.0,1.0658141036401503e-14,0.40019696143657646,42,42
D1,1,61,Z3-west,0.004884575749621896,0.004884575749621867,0.0,8.881784197001252e-15,0.2317488240195135,42,42
D1,1,62,Z3-west,0.009346033365098247,0.00934603336509826,0.0,6.328271240363392e-15,0.6527283631772658,42,42
D1,1,63,Z3-west,0.02786866218192411,0.027868662181924075,2.842170943040401e-14,3.469446951953614e-15,0.5044833227252203,41,41
D1,1,64,Z4-center,0.015237872326368296,0.015237872326368307,2.842170943040401e-14,1.5432100042289676e-14,0.07016332208547206,52,53
D1,1,65,Z4-center,0.01629901512497608,0.016299015124976057,0.0,9.103828801926284e-15,0.13765694454936334,51,51
D1,1,66,Z4-center,0.039584389757271986,0.03958438975727202,0.0,7.105427357601002e-15,0.07800801174315011,55,60
D1,1,67,Z4-center,0.0023809135081797354,0.002380913508179705,0.0,3.1086244689504383e-15,0.036428476465474854,57,56
D1,1,68,Z4-center,0.0036006767938992932,0.0036006767938993045,0.0,8.881784197001252e-15,0.03191752083590166,57,61
D1,1,69,Z4-center,0.013848321767049414,0.013848321767049365,0.0,1.554312234475219e-14,0.038590318108699104,62,57
D1,1,70,Z4-center,0.0005679589985420688,0.0005679589985420619,0.0,1.554312234475219e-14,0.005892169135733631,60,60
D1,1,71,Z4-center,0.01916731020840895,0.019167310208408894,0.0,6.661338147750939e-15,0.09263803365541703,62,65
D1,1,72,Z4-center,0.03406313345369645,0.03406313345369649,0.0,1.3766765505351941e-14,0.16687545677141816,62,62
D1,1,73,Z4-center,0.004305314453097626,0.0043053144530976195,0.0,1.5987211554602254e-14,0.03846863574239142,66,66
D1,1,74,Z4-center,0.010711103399393332,0.010711103399393351,0.0,5.773159728050814e-15,4.282942764588664e-05,61,60
D1,1,75,Z4-center,0.008566995737944257,0.008566995737944227,0.0,9.769962616701378e-15,2.7050771781814107e-05,55,55
D1,1,76,Z4-center,0.009819437398674202,0.009819437398674191,0.0,3.552713678800501e-15,3.440549558641197e-05,55,55
D1,1,77,Z4-center,0.009111212307976393,0.009111212307976402,0.0,1.2878587085651816e-14,8.762620636671835e-06,54,54
D1,1,78,Z4-center,0.03281504265117972,0.03281504265117968,2.842170943040401e-14,1.4099832412739488e-14,0.009704132267321045,58,58
D1,1,79,Z4-center,0.02139146144933787,0.021391461449337956,0.0,2.4492935982947065e-15,0.02370997346779222,61,58
D1,2,0,Z0-south,0.012592114811700583,0.012592114811700583,0.0,0.0,6.133641467531553e-08,61,61
D1,2,1,Z0-south,0.007224068776997811,0.007224068776997772,0.0,9.769962616701378e-15,0.0,62,62
D1,2,2,Z0-south,0.025861603987261866,0.025861603987261894,0.0,9.547918011776346e-15,0.0,61,61
D1,2,3,Z0-south,0.015891059206077713,0.01589105920607775,0.0,1.3322676295501878e-15,0.0,61,61
D1,2,4,Z0-south,0.005118831757653981,0.0051188317576539855,0.0,8.881784197001252e-16,0.0,58,58
D1,2,5,Z0-south,0.005626333965856108,0.005626333965856156,0.0,5.773159728050814e-15,0.0,59,59
D1,2,6,Z0-south,0.009311327880030092,0.009311327880030085,0.0,7.993605777301127e-15,0.0,61,61
D1,2,7,Z0-south,0.02576570046799723,0.0257657004679972,0.0,4.884981308350689e-15,0.0,61,61
D1,2,8,Z0-south,0.032681238426174784,0.032681238426174763,0.0,5.329070518200751e-15,0.0,62,62
D1,2,9,Z0-south,0.005353705258000178,0.005353705258000163,0.0,3.9968028886505635e-15,0.00011326715446592998,63,63
D1,2,10,Z0-south,0.023875579700613776,0.023875579700613825,0.0,3.9968028886505635e-15,0.00013474636682193444,63,63
D1,2,11,Z0-south,0.017086102968536496,0.017086102968536576,0.0,5.329070518200751e-15,0.00020128767068918022,63,63
D1,2,12,Z0-south,0.021423586087702475,0.021423586087702395,0.0,1.1102230246251565e-14,0.0,62,62
D1,2,13,Z0-south,0.03372154241460818,0.033721542414608174,0.0,9.769962616701378e-15,0.036577869536449314,64,61
D1,2,14,Z0-south,0.030646714724974048,0.030646714724974045,0.0,9.103828801926284e-15,0.09486455192611097,66,66
D1,2,15,Z0-south,0.018871202702138046,0.018871202702138046,0.0,5.551115123125783e-16,0.0023220939733801754,60,60
D1,2,16,Z1-east,0.00694580706582576,0.00694580706582576,2.842170943040401e-14,2.831068712794149e-15,0.0,58,58
D1,2,17,Z1-east,0.00513608306413633,0.005136083064136321,2.842170943040401e-14,8.770761894538737e-15,0.0016642742659371465,59,59
D1,2,18,Z1-east,0.011627507344066364,0.011627507344066368,0.0,1.2656542480726785e-14,0.00040766006575139484,59,59
D1,2,19,Z1-east,0.014918513865874483,0.01491851386587445,0.0,1.7763568394002505e-15,0.0,58,58
D1,2,20,Z1-east,0.023693246067722256,0.02369324606772233,2.842170943040401e-14,8.881784197001252e-15,1.2698776946626479e-05,57,58
D1,2,21,Z1-east,0.006577855858032998,0.006577855858032944,0.0,1.4654943925052066e-14,0.0003172977996836391,55,50
D1,2,22,Z1-east,0.026319801171463143,0.02631980117146321,0.0,1.3322676295501878e-15,5.88551772509042e-05,46,46
D1,2,23,Z1-east,0.03467043042469799,0.03467043042469803,0.0,1.1546319456101628e-14,2.322938840869714e-05,46,46
D1,2,24,Z1-east,0.00580282696337982,0.005802826963379859,2.842170943040401e-14,1.4210854715202004e-14,3.079513476107511e-05,46,46
D1,2,25,Z1-east,0.0051961125764656505,0.005196112576465628,2.842170943040401e-14,3.9968028886505635e-15,0.0006102006136760479,47,47
D1,2,26,Z1-east,0.008624213755672442,0.00862421375567246,2.842170943040401e-14,2.220446049250313e-15,0.0016104752355921917,47,47
D1,2,27,Z1-east,0.010813887465171416,0.010813887465171423,0.0,9.325873406851315e-15,0.10152451421125452,49,49
D1,2,28,Z1-east,0.009169683118591664,0.009169683118591676,0.0,8.43769498715119e-15,0.07488921442790775,47,47
D1,2,29,Z1-east,0.0071921009559302515,0.007192100955930314,0.0,9.992007221626409e-15,0.0457933769443206,45,48
D1,2,30,Z1-east,0.009999401649272517,0.009999401649272488,2.842170943040401e-14,6.661338147750939e-15,0.3226539011542388,48,48
D1,2,31,Z1-east,0.002874048127379307,0.0028740481273792917,0.0,3.1086244689504383e-15,0.08176583815605992,47,47
D1,2,32,Z2-north,0.01859811135854594,0.018598111358545888,2.842170943040401e-14,6.439293542825908e-15,0.04209034141433059,58,53
D1,2,33,Z2-north,0.012400529489216753,0.012400529489216772,2.842170943040401e-14,5.329070518200751e-15,0.0,61,61
D1,2,34,Z2-north,0.01948093887936649,0.01948093887936647,2.842170943040401e-14,6.661338147750939e-16,0.0,58,58
D1,2,35,Z2-north,0.027048436337892737,0.02704843633789278,0.0,4.440892098500626e-15,0.0,59,59
D1,2,36,Z2-north,0.007158083543823346,0.007158083543823357,2.842170943040401e-14,1.1546319456101628e-14,7.378170447323453e-07,63,63
D1,2,37,Z2-north,0.03633346893423507,0.036333468934235,2.842170943040401e-14,1.3766765505351941e-14,0.0001328138838279602,62,59
D1,2,38,Z2-north,0.0023480218817927005,0.0023480218817926723,2.842170943040401e-14,1.2878587085651816e-14,0.0,62,62
D1,2,39,Z2-north,0.025453847822158652,0.02545384782215865,0.0,2.220446049250313e-15,0.0,62,62
D1,2,40,Z2-north,0.02134152119679025,0.021341521196790225,0.0,1.0658141036401503e-14,0.0,62,62
D1,2,41,Z2-north,0.009212100491125901,0.009212100491125863,2.842170943040401e-14,1.1102230246251565e-14,0.0,62,62
D1,2,42,Z2-north,0.007334476618918451,0.007334476618918506,0.0,3.1086244689504383e-15,0.0,62,62
D1,2,43,Z2-north,0.0042698876696436894,0.004269887669643702,2.842170943040401e-14,3.552713678800501e-15,0.0,62,62
D1,2,44,Z2-north,0.03989659342960902,0.03989659342960894,2.842170943040401e-14,3.552713678800501e-15,0.0,63,63
D1,2,45,Z2-north,0.025074167561398658,0.025074167561398686,0.0,6.661338147750939e-16,0.0,63,63
D1,2,46,Z2-north,0.028579026287834177,0.028579026287834153,2.842170943040401e-14,8.215650382226158e-15,0.00028312665310269717,64,65
D1,2,47,Z2-north,0.015035403899994951,0.015035403899994915,0.0,8.326672684688674e-16,0.0,62,62
D1,2,48,Z3-west,0.009845561233061538,0.009845561233061573,0.0,7.105427357601002e-15,0.034048670700022717,49,48
D1,2,49,Z3-west,0.0062326865966772955,0.006232686596677306,0.0,5.329070518200751e-15,0.040982369552724836,48,48
D1,2,50,Z3-west,0.009920807140211894,0.009920807140211818,0.0,1.1102230246251565e-14,0.08058099471168068,48,48
D1,2,51,Z3-west,0.003469093805043026,0.0034690938050430664,0.0,4.440892098500626e-16,0.06884217727851799,49,49
D1,2,52,Z3-west,0.0030915090291086886,0.0030915090291087077,0.0,8.881784197001252e-15,0.06319937105713719,45,45
D1,2,53,Z3-west,0.007062894796539466,0.007062894796539432,0.0,6.661338147750939e-15,0.37278119386540465,45,45
D1,2,54,Z3-west,0.03823728002259822,0.038237280022598186,0.0,1.2434497875801753e-14,0.1968722873196337,41,41
D1,2,55,Z3-west,0.022571877234853634,0.022571877234853654,0.0,8.881784197001252e-16,0.05946802416866402,41,41
D1,2,56,Z3-west,0.01757146912100426,0.017571469121004157,0.0,1.4654943925052066e-14,0.4471131318476701,42,42
D1,2,57,Z3-west,0.018843771210619743,0.018843771210619753,0.0,1.4654943925052066e-14,0.2265649595751544,43,43
D1,2,58,Z3-west,0.013307631651271648,0.01330763165127169,0.0,1.1546319456101628e-14,0.6119978128597208,42,42
D1,2,59,Z3-west,0.028699469541693053,0.028699469541693057,0.0,1.7763568394002505e-15,0.46450317393690044,40,40
D1,2,60,Z3-west,0.0019682334899775882,0.0019682334899776,0.0,1.3766765505351941e-14,0.07409195075453939,42,42
D1,2,61,Z3-west,0.0047790715103238,0.004779071510323807,0.0,7.549516567451064e-15,0.2259713879966991,42,42
D1,2,62,Z3-west,0.00012863613929065283,0.00012863613929064988,0.0,2.220446049250313e-15,0.010261951601903588,42,42
D1,2,63,Z3-west,0.030706578065607493,0.03070657806560745,0.0,1.4210854715202004e-14,0.3440699882542432,41,41
D1,2,64,Z4-center,0.05082630643102995,0.05082630643102998,2.842170943040401e-14,1.1879386363489175e-14,0.012602996576022667,52,55
D1,2,65,Z4-center,0.003860248399150319,0.0038602483991503345,0.0,1.2878587085651816e-14,0.03759991218162584,51,51
D1,2,66,Z4-center,0.02432852420858026,0.024328524208580282,0.0,3.552713678800501e-15,0.10275035422882442,55,55
D1,2,67,Z4-center,0.00032083797367191044,0.0003208379736719391,0.0,4.884981308350689e-15,0.004343041141174674,57,57
D1,2,68,Z4-center,0.019507210061821975,0.01950721006182199,2.842170943040401e-14,8.43769498715119e-15,0.16216703516158548,57,54
D1,2,69,Z4-center,0.015125515077290609,0.015125515077290597,0.0,8.43769498715119e-15,0.040577921408687614,62,57
D1,2,70,Z4-center,0.004708671848876796,0.0047086718488768,0.0,1.6431300764452317e-14,0.04844368070726305,60,60
D1,2,71,Z4-center,0.007201629565883431,0.007201629565883494,0.0,1.4210854715202004e-14,0.04679666737272457,62,61
D1,2,72,Z4-center,0.01073306122146891,0.010733061221468887,0.0,1.7763568394002505e-15,0.06286737798742704,62,63
D1,2,73,Z4-center,0.004916476587003402,0.004916476587003393,0.0,7.993605777301127e-15,0.04387604152272936,66,66
D1,2,74,Z4-center,0.0086903614110477,0.008690361411047731,0.0,1.0658141036401503e-14,3.5189958071689906e-05,61,60
D1,2,75,Z4-center,0.006226354739156336,0.006226354739156337,0.0,1.3766765505351941e-14,1.966771633834959e-05,55,55
D1,2,76,Z4-center,0.01805123197210355,0.01805123197210351,0.0,3.552713678800501e-15,5.8411033141873144e-05,55,55
D1,2,77,Z4-center,0.010016601468921825,0.010016601468921804,0.0,6.661338147750939e-15,9.562159275196772e-06,54,54
D1,2,78,Z4-center,0.024124891654836667,0.024124891654836667,0.0,3.4416913763379853e-15,0.008677985625240936,58,58
D1,2,79,Z4-center,0.03236940528359456,0.032369405283594554,2.842170943040401e-14,2.4492935982947065e-15,0.025281384993438356,61,58
D1,3,0,Z0-south,0.012096871324509373,0.012096871324509373,0.0,0.0,0.0,61,61
D1,3,1,Z0-south,0.00745548228316905,0.0074554822831691125,0.0,1.0547118733938987e-14,0.0,62,62
D1,3,2,Z0-south,0.0199850247691045,0.01998502476910452,0.0,5.773159728050814e-15,0.0,61,61
D1,3,3,Z0-south,0.000652310531800999,0.0006523105318009814,0.0,7.549516567451064e-15,0.0,61,61
D1,3,4,Z0-south,0.012105345735947204,0.012105345735947182,0.0,1.1102230246251565e-14,0.0,58,58
D1,3,5,Z0-south,0.01900578214118444,0.01900578214118448,0.0,1.2878587085651816e-14,3.70166168482587e-05,59,60
D1,3,6,Z0-south,0.005088254232444669,0.005088254232444633,0.0,1.7763568394002505e-15,0.0,61,61
D1,3,7,Z0-south,0.007642188365295983,0.00764218836529601,0.0,5.329070518200751e-15,0.0,61,61
D1,3,8,Z0-south,0.004448451080408224,0.0044484510804082555,0.0,8.881784197001252e-15,0.0,62,62
D1,3,9,Z0-south,0.021624676203754675,0.02162467620375469,0.0,7.105427357601002e-15,0.0015869288059954536,63,62
D1,3,10,Z0-south,0.005818989986124977,0.005818989986125067,0.0,3.1086244689504383e-15,3.1918396097810294e-05,63,63
D1,3,11,Z0-south,0.03368168182218177,0.03368168182218184,0.0,1.2878587085651816e-14,0.00040804860610914046,63,63
D1,3,12,Z0-south,0.039393710801261216,0.03939371080126125,0.0,9.325873406851315e-15,0.0,62,62
D1,3,13,Z0-south,0.012558445939853892,0.012558445939853946,0.0,4.440892098500626e-16,0.01347097641474263,64,64
D1,3,14,Z0-south,0.008058144646864331,0.008058144646864385,0.0,1.2656542480726785e-14,0.023980341494771355,66,66
D1,3,15,Z0-south,0.017964071161992945,0.017964071161993,0.0,7.438494264988549e-15,0.0015948302203476331,60,61
D1,3,16,Z1-east,0.008381621285235152,0.00838162128523523,0.0,1.27675647831893e-15,0.0,58,58
D1,3,17,Z1-east,0.011942044209358536,0.011942044209358516,0.0,4.218847493575595e-15,0.0035105395956952505,59,59
D1,3,18,Z1-east,0.013403684098335094,0.013403684098335089,0.0,1.1102230246251565e-15,0.0004827705181872128,59,59
D1,3,19,Z1-east,0.019611626980879353,0.01961162698087926,2.842170943040401e-14,3.1086244689504383e-15,0.0,58,58
D1,3,20,Z1-east,0.005439691519852959,0.005439691519852907,0.0,4.440892098500626e-15,0.0,57,57
D1,3,21,Z1-east,0.005728461517064942,0.005728461517064909,0.0,4.884981308350689e-15,0.00032629465529155374,55,50
D1,3,22,Z1-east,0.009974052389049954,0.009974052389049914,2.842170943040401e-14,1.3322676295501878e-14,0.00356208612532612,46,49
D1,3,23,Z1-east,0.004158679320878356,0.004158679320878322,2.842170943040401e-14,1.3766765505351941e-14,3.546853924941845e-05,46,46
D1,3,24,Z1-east,0.02911092321839352,0.02911092321839348,2.842170943040401e-14,5.329070518200751e-15,1.4410059310340303e-05,46,46
D1,3,25,Z1-east,0.012906985933583989,0.012906985933584025,0.0,1.6431300764452317e-14,0.0013776634896647147,47,47
D1,3,26,Z1-east,0.017145612168674072,0.01714561216867405,0.0,3.1086244689504383e-15,4.787453061484933e-05,47,47
D1,3,27,Z1-east,0.04574749926977045,0.04574749926977045,0.0,8.43769498715119e-15,0.10503198274536367,49,45
D1,3,28,Z1-east,0.004374427934633676,0.004374427934633662,0.0,8.881784197001252e-15,0.03950082909831802,47,47
D1,3,29,Z1-east,0.027709184428944884,0.027709184428944933,0.0,1.1324274851176597e-14,0.04123450479261063,45,48
D1,3,30,Z1-east,0.018118059319254348,0.01811805931925431,2.842170943040401e-14,7.993605777301127e-15,0.43036720130617573,48,48
D1,3,31,Z1-east,0.01986176321038298,0.01986176321038302,2.842170943040401e-14,1.5543122344752192e-15,0.3053979966428045,47,47
D1,3,32,Z2-north,0.02430365303837071,0.024303653038370676,2.842170943040401e-14,1.0047518372857667e-14,0.039836175894475426,58,53
D1,3,33,Z2-north,0.024094043846584846,0.024094043846584867,5.684341886080802e-14,1.2878587085651816e-14,0.0,61,61
D1,3,34,Z2-north,0.0014640211965527097,0.001464021196552756,0.0,3.774758283725532e-15,0.0,58,58
D1,3,35,Z2-north,0.0005794033860364322,0.0005794033860364034,0.0,1.3766765505351941e-14,0.0,59,59
D1,3,36,Z2-north,0.041968806291433826,0.04196880629143385,2.842170943040401e-14,1.3766765505351941e-14,0.002100052428445306,63,63
D1,3,37,Z2-north,0.01912942848133736,0.019129428481337418,0.0,1.509903313490213e-14,0.0,62,62
D1,3,38,Z2-north,0.018918196763919193,0.018918196763919204,5.684341886080802e-14,3.552713678800501e-15,0.00021584027302819252,62,59
D1,3,39,Z2-north,0.01739366667571111,0.017393666675711128,0.0,3.9968028886505635e-15,0.00029336795364301915,62,59
D1,3,40,Z2-north,0.01961028411107741,0.01961028411107746,0.0,1.3322676295501878e-14,0.0002779111368622933,62,59
D1,3,41,Z2-north,0.014856175789218199,0.014856175789218273,5.684341886080802e-14,1.3766765505351941e-14,0.00019090098912913527,62,59
D1,3,42,Z2-north,0.010827557661478587,0.010827557661478526,2.842170943040401e-14,6.217248937900877e-15,0.0,62,62
D1,3,43,Z2-north,0.024935549822762214,0.024935549822762193,2.842170943040401e-14,1.021405182655144e-14,0.0025286660066829525,62,63
D1,3,44,Z2-north,0.03623744388568352,0.03623744388568351,0.0,4.884981308350689e-15,0.0,63,63
D1,3,45,Z2-north,0.022258542813737705,0.022258542813737736,2.842170943040401e-14,8.43769498715119e-15,0.0,63,63
D1,3,46,Z2-north,0.0407840173146236,0.04078401731462361,0.0,9.769962616701378e-15,5.703894359660852e-05,64,64
D1,3,47,Z2-north,0.017685529363376667,0.017685529363376695,0.0,9.159339953157541e-15,0.0,62,62
D1,3,48,Z3-west,0.028295103481291294,0.028295103481291328,0.0,1.021405182655144e-14,0.014556098223916968,49,48
D1,3,49,Z3-west,0.029147936371320515,0.02914793637132057,0.0,7.549516567451064e-15,0.017403367939608852,48,48
D1,3,50,Z3-west,0.02549891611800231,0.025498916118002368,0.0,2.6645352591003757e-15,0.04960540867898716,48,49
D1,3,51,Z3-west,0.03054034401147003,0.030540344011469933,0.0,6.217248937900877e-15,0.020549798681581508,49,50
D1,3,52,Z3-west,0.012343957378289371,0.012343957378289416,0.0,9.325873406851315e-15,0.19035523907787016,45,45
D1,3,53,Z3-west,0.035642554697750226,0.03564255469775024,0.0,1.0658141036401503e-14,0.8227026804277158,45,40
D1,3,54,Z3-west,0.0017012729957496696,0.0017012729957495698,0.0,8.43769498715119e-15,0.06095830888403196,41,41
D1,3,55,Z3-west,0.015453380008013098,0.015453380008013051,0.0,8.881784197001252e-15,0.0662991877707547,41,41
D1,3,56,Z3-west,0.02632929007460602,0.026329290074606104,0.0,1.0658141036401503e-14,0.26246021613850107,42,42
D1,3,57,Z3-west,0.0011742633227440475,0.001174263322744007,0.0,7.993605777301127e-15,0.028327631402061036,43,43
D1,3,58,Z3-west,0.017534473831024605,0.017534473831024577,0.0,0.0,0.6485510392025984,42,42
D1,3,59,Z3-west,0.006605241222654722,0.006605241222654656,0.0,1.0658141036401503e-14,0.5489666446657215,40,40
D1,3,60,Z3-west,0.03710223599755809,0.03710223599755813,0.0,1.554312234475219e-14,0.13985702257082225,42,42
D1,3,61,Z3-west,0.035082135797001264,0.03508213579700126,0.0,1.3322676295501878e-15,0.024455794623020936,42,42
D1,3,62,Z3-west,0.0074516306221112365,0.007451630622111238,0.0,1.0103029524088925e-14,0.5453301749994544,42,42
D1,3,63,Z3-west,0.0029532109787699917,0.0029532109787699934,0.0,3.0253577421035516e-15,0.19761653190647985,41,41
D1,3,64,Z4-center,0.011771440542771605,0.011771440542771627,2.842170943040401e-14,1.4988010832439613e-14,0.05567049118983343,52,52
D1,3,65,Z4-center,0.036874789741341334,0.036874789741341285,0.0,1.3988810110276972e-14,0.12724836190585934,51,53
D1,3,66,Z4-center,0.006947442396498169,0.006947442396498138,0.0,7.105427357601002e-15,0.039463487342310075,55,55
D1,3,67,Z4-center,0.02536114767193323,0.02536114767193315,0.0,1.2434497875801753e-14,0.22671491700167423,57,61
D1,3,68,Z4-center,0.004732665248232065,0.004732665248232071,0.0,1.1546319456101628e-14,0.040332268204243876,57,61
D1,3,69,Z4-center,0.006076268845065832,0.006076268845065846,0.0,1.0658141036401503e-14,0.025768404228806337,62,61
D1,3,70,Z4-center,0.03268897158905866,0.03268897158905859,0.0,1.7763568394002505e-15,0.19086082611075997,60,61
D1,3,71,Z4-center,0.0006011758735273828,0.0006011758735273709,0.0,2.6645352591003757e-15,0.0037049314363394705,62,62
D1,3,72,Z4-center,0.01331695471872811,0.013316954718728125,0.0,4.440892098500626e-15,0.07448449584439702,62,63
D1,3,73,Z4-center,0.020820448888532406,0.020820448888532406,0.0,3.1086244689504383e-15,0.10103808217331543,66,63
D1,3,74,Z4-center,0.0017124556518494673,0.001712455651849465,0.0,6.217248937900877e-15,0.0007809467115037563,61,63
D1,3,75,Z4-center,0.004354363989686634,0.004354363989686694,0.0,1.2878587085651816e-14,1.3866499962364324e-05,55,55
D1,3,76,Z4-center,0.023170435008755534,0.02317043500875554,0.0,1.4654943925052066e-14,3.865177897494119e-05,55,54
D1,3,77,Z4-center,0.008480993515336524,0.008480993515336543,0.0,1.2212453270876722e-14,8.197555294774274e-06,54,54
D1,3,78,Z4-center,0.015947264747605314,0.015947264747605328,0.0,1.0769163338864018e-14,0.006436852129791536,58,58
D1,3,79,Z4-center,0.007845134539181252,0.007845134539181231,2.842170943040401e-14,2.4492935982947065e-15,0.017087737389302807,61,61
D1,4,0,Z0-south,0.02143624517021875,0.02143624517021875,0.0,0.0,0.0,61,61
D1,4,1,Z0-south,0.022020931121896594,0.022020931121896625,0.0,3.774758283725532e-15,5.1274741463301467e-05,62,63
D1,4,2,Z0-south,0.01318043914458472,0.013180439144584721,0.0,1.2434497875801753e-14,0.0,61,61
D1,4,3,Z0-south,0.004036046822983154,0.0040360468229831414,0.0,3.9968028886505635e-15,0.0,61,61
D1,4,4,Z0-south,0.00045393821430165165,0.00045393821430156356,0.0,1.3322676295501878e-15,0.0,58,58
D1,4,5,Z0-south,0.002911090073243087,0.002911090073243139,0.0,4.884981308350689e-15,0.0,59,59
D1,4,6,Z0-south,0.01858431135440134,0.018584311354401306,0.0,1.199040866595169e-14,0.0,61,61
D1,4,7,Z0-south,0.03962424741913185,0.0396242474191319,0.0,7.105427357601002e-15,0.0,61,61
D1,4,8,Z0-south,0.028928984704170834,0.02892898470417088,0.0,3.1086244689504383e-15,0.0007834155321364748,62,63
D1,4,9,Z0-south,0.008499580058794413,0.00849958005879442,0.0,0.0,0.00017944907848984327,63,63
D1,4,10,Z0-south,0.002959935347194365,0.002959935347194409,0.0,8.881784197001252e-16,1.6091526893803367e-05,63,63
D1,4,11,Z0-south,0.004463585283692583,0.004463585283692617,0.0,1.021405182655144e-14,5.138698275034668e-05,63,63
D1,4,12,Z0-south,0.004626898471587792,0.004626898471587759,0.0,6.661338147750939e-15,0.0,62,62
D1,4,13,Z0-south,0.014059339571862627,0.014059339571862672,0.0,5.773159728050814e-15,0.014459807351232054,64,64
D1,4,14,Z0-south,0.03012436302005152,0.030124363020051503,0.0,8.881784197001252e-15,0.09323512619964298,66,66
D1,4,15,Z0-south,0.01377672838435356,0.013776728384353565,2.842170943040401e-14,3.219646771412954e-15,0.0015284807309700861,60,60
D1,4,16,Z1-east,0.02336659930142114,0.023366599301421154,0.0,8.631984016460592e-15,0.0,58,58
D1,4,17,Z1-east,0.009722908615915241,0.009722908615915238,0.0,3.9968028886505635e-15,0.003211501984325662,59,59
D1,4,18,Z1-east,0.03555628589056757,0.03555628589056753,2.842170943040401e-14,1.3322676295501878e-15,0.0006934673041401528,59,59
D1,4,19,Z1-east,0.015007060727447199,0.01500706072744723,2.842170943040401e-14,1.2434497875801753e-14,0.0,58,58
