condition,label,direct_nrmse_mean,direct_nrmse_std,direct_nrmse_q025,direct_nrmse_q975,amplitude_rms_db_mean,amplitude_rms_db_std,amplitude_rms_db_q025,amplitude_rms_db_q975,phase_rms_deg_mean,phase_rms_deg_std,phase_rms_deg_q025,phase_rms_deg_q975,E_r_mean_m_mean,E_r_mean_m_std,E_r_mean_m_q025,E_r_mean_m_q975,E_d_mean_m_mean,E_d_mean_m_std,E_d_mean_m_q025,E_d_mean_m_q975,azimuth_abs_error_mean_deg_mean,azimuth_abs_error_mean_deg_std,azimuth_abs_error_mean_deg_q025,azimuth_abs_error_mean_deg_q975,elevation_abs_error_mean_deg_mean,elevation_abs_error_mean_deg_std,elevation_abs_error_mean_deg_q025,elevation_abs_error_mean_deg_q975,path_count_change_rate_mean,path_count_change_rate_std,path_count_change_rate_q025,path_count_change_rate_q975,path_count_abs_difference_mean_mean,path_count_abs_difference_mean_std,path_count_abs_difference_mean_q025,path_count_abs_difference_mean_q975
D0,exact 3-D geometry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.869031548297162e-16,0.0,8.869031548297162e-16,8.869031548297162e-16,9.639888231850774e-17,0.0,9.639888231850774e-17,9.639888231850774e-17,5.134781488891349e-17,0.0,5.134781488891349e-17,5.134781488891349e-17,6.7501559897209515e-15,0.0,6.7501559897209515e-15,6.7501559897209515e-15,8.302124648131295e-15,0.0,8.302124648131295e-15,8.302124648131295e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1,radial noise 2 cm,0.15541219798576048,0.050632463018889705,0.0888906287825352,0.20841440465013103,1.1632587885660761,0.3168493950750851,0.8319802399489072,1.5766834481489296,7.362235543326138,1.5464566202431558,5.6591429800264,9.231005940334953,0.015922017403680065,0.0009491503224460539,0.01462556839152969,0.01685078998900726,0.015922017403680065,0.0009491503224460547,0.01462556839152969,0.016850789989007263,6.9633188104489825e-15,1.9459014222361994e-16,6.7501559897209515e-15,7.105427357601002e-15,7.59720241643336e-15,4.846301666045024e-16,7.096838777022609e-15,8.12521754805118e-15,0.2575,0.05562148865321747,0.19125,0.3225,0.6074999999999999,0.15324612556276912,0.43124999999999997,0.78125
D2,radial noise 10 cm,0.1916172555994878,0.026202438145065225,0.15258751539587503,0.2166037397754229,3.0250729161875927,1.135882404711576,1.384180999260965,3.972143558475778,15.655355660841105,6.865879530459579,6.656361504475669,23.599277859096283,0.07940562665956034,0.004702083402444673,0.07285721336774675,0.08374443845348145,0.07940561493394797,0.00470210471177806,0.07285716163266479,0.08374443833901771,6.608047442568932e-15,1.0235268839329548e-15,5.4001247917767615e-15,7.780442956573097e-15,0.0007590365454547022,0.0014377538620715478,7.716724863928162e-15,0.0030215160716623325,0.6525,0.04792572378170204,0.60125,0.71,2.0375,0.29154759474226505,1.70625,2.34
D3,angular noise 6°/3°,0.14068433761371296,0.041713754448040125,0.09215106666606926,0.1829270191232007,2.8649825649478196,1.2958328794885503,1.098388282265331,4.088876168784925,14.746711575422875,4.701974002501206,7.8967667639700725,18.650802450265275,0.04122030082174456,0.0020404278229649896,0.038429341454702184,0.04312143980691231,4.524158825347512e-17,3.781538025337738e-18,4.0592529337857284e-17,4.975186929101483e-17,4.496313388911352,0.41156164135790274,3.9715898882348144,4.8541509663871345,2.391670823095928,0.06978563732602622,2.29997335896817,2.4769130140490905,0.5525,0.04710360920354193,0.5025,0.61875,1.735,0.2685900686920498,1.46875,2.10625
D4,joint noise 4 cm/6°/3°,0.15731249183283302,0.053306954618845624,0.07400631451054407,0.19214906649656532,2.8400999235151785,1.1286887734794147,1.3112327709897424,4.081456201830212,16.613642980313102,5.380239071406829,10.336824307747294,21.578317126182892,0.05674837045636759,0.0016360608738982035,0.0554732945212961,0.05922359980974617,0.03184403480736013,0.001898300644892096,0.029251136783059392,0.033701579978014505,4.496313388911354,0.4115616413579039,3.9715898882348144,4.854150966387139,2.391670823095928,0.06978563732602616,2.2999733589681703,2.4769130140490905,0.615,0.0525892099199066,0.54375,0.6725,1.9525,0.3233612530901005,1.51,2.27875
D5,joint noise + burst outliers,0.18804906097971383,0.0198884688290831,0.1585407283717655,0.2072210232416278,4.124148888146056,1.9208895196931925,1.6103069813880735,6.425404833325346,24.61638002553148,6.515078902291697,15.50575841635533,31.85958258199717,0.08613141783222789,0.0028669828840190755,0.08304869426349658,0.0901464209434734,0.05047399992258751,0.0009090188364849755,0.049243752018954534,0.05139766076853734,7.635305608759379,0.4169754922180279,7.175497219538243,8.225171280732265,3.2944435572592377,0.20769679742780706,2.995318037188047,3.4829739332106433,0.6675,0.04201934078492905,0.60625,0.71,2.7375,0.5242554243877693,2.015,3.33625
