condition,seed_index,time_index,zone,r_x,r_y,r_z
D1,2,36,Z2-north,-0.1486153423264911,-0.3689847375668551,0.02133356693485644
D1,2,37,Z2-north,-0.13805642189860556,-0.32618294468385267,0.02176222867662081
D1,2,38,Z2-north,-0.15841227432983263,-0.3623027837316546,0.026426082968001197
D1,2,39,Z2-north,-0.17247436329409896,-0.3881617690800091,0.02955463877334319
D1,2,40,Z2-north,-0.17499239811930672,-0.39382872638131583,0.029986120926727367
D1,2,41,Z2-north,-0.1734374838758751,-0.39666675753174196,0.028932564462286203
D1,2,42,Z2-north,-0.1746313476944341,-0.41259773679282663,0.027527638847716362
D1,2,43,Z2-north,-0.17316552791683115,-0.4299383621756011,0.024857718744190294
D1,2,44,Z2-north,-0.1822721091365993,-0.4843181877897913,0.022619365032659378
D1,2,45,Z2-north,-0.15282435600139754,-0.44342568743629773,0.015044346270406628
D1,2,46,Z2-north,-0.1409795739371047,-0.4571697290470673,0.009178915988937275
D1,2,47,Z2-north,-0.1373591079741967,-0.512023660688555,0.0029404744786463155
D1,2,48,Z3-west,0.4954894990514527,-0.1115004594720932,-0.0042200917982426756
D1,2,49,Z3-west,0.5129183303892977,-0.09198232388485361,-0.011381253798782076
D1,2,50,Z3-west,0.5126457028804414,-0.06755588452479933,-0.017848905550424954
D1,2,51,Z3-west,0.4906385310000547,-0.040688364789580156,-0.022570674533757495
D1,2,52,Z3-west,0.4789340987087023,-0.015944817736176287,-0.026534473475541054
D1,2,53,Z3-west,0.4753010974800935,0.007916001815782614,-0.029815562209456248
D1,2,54,Z3-west,0.41634830786705246,0.027665155984534784,-0.028205761725133005
D1,2,55,Z3-west,0.4194553944985471,0.048494857299025584,-0.029473870908416355
D1,2,56,Z3-west,0.41400476108666195,0.0677551337122188,-0.02905057137646616
D1,2,57,Z3-west,0.4046958510304022,0.08500236369932496,-0.02727540878454704
D1,2,58,Z3-west,0.40401293437442787,0.10268746994083511,-0.025038219337160994
D1,2,59,Z3-west,0.43941728986691686,0.12980218828814222,-0.023735753155363915
D1,2,60,Z3-west,0.4091165931623435,0.1362464998306796,-0.01789805343644657
D1,2,61,Z3-west,0.4063481199725745,0.14885853411593497,-0.01280213982427969
D1,2,62,Z3-west,0.39509628946103725,0.15590133421736485,-0.007008870168785597
D1,2,63,Z3-west,0.35781844865398904,0.14925268906314515,-0.0010760719452937995
D1,2,64,Z4-center,-0.34239038507994524,0.3071543715901123,0.00508671002511818
D1,2,65,Z4-center,-0.3006782104042207,0.2654721623306436,0.00981143259747208
D1,2,66,Z4-center,-0.30635166732292585,0.2694007598630207,0.015056591934415442
D1,2,67,Z4-center,-0.2764461096850983,0.24505432236047062,0.01769832572915453
D1,2,68,Z4-center,-0.2504781813539959,0.22648692224383088,0.01925763003736236
D1,2,69,Z4-center,-0.2430637689406504,0.22678387521139975,0.02124301097053438
D1,2,70,Z4-center,-0.24856784282751399,0.24195586227357824,0.023676808187681475
D1,2,71,Z4-center,-0.23371198753043448,0.23982678824275783,0.023411775340750784
D1,2,72,Z4-center,-0.22736315094578965,0.24838691391719148,0.023169546911960603
D1,2,73,Z4-center,-0.22897684140044317,0.26879697710735934,0.02294517689496045
D1,2,74,Z4-center,-0.2356965362466854,0.29995862738025425,0.022351736729562255
D1,2,75,Z4-center,-0.22418229374238108,0.3119826961446228,0.019168457497560132
D1,2,76,Z4-center,-0.23313670740117654,0.35784496625109274,0.01675814149600341
D1,2,77,Z4-center,-0.2208152049371379,0.37713718255886963,0.011818592025809815
D1,2,78,Z4-center,-0.1934984553106449,0.37118020797426177,0.005772708205023402
D1,2,79,Z4-center,-0.17644834579667856,0.38403463496924106,0.0
D1,3,0,Z0-south,0.0,0.4670968713245094,0.0
D1,3,1,Z0-south,-0.023459441061489672,0.4701708389218614,0.006492139616410819
D1,3,2,Z0-south,-0.048197364635786055,0.48525186113782426,0.013187343344163605
D1,3,3,Z0-south,-0.06843641446215432,0.46303329469907784,0.018365861665196492
D1,3,4,Z0-south,-0.09170871693596605,0.47078546795499054,0.02393139229615282
D1,3,5,Z0-south,-0.1040993704714418,0.4342024229847594,0.02616170999584977
D1,3,6,Z0-south,-0.12728481119397173,0.45133544639122736,0.030472411578365
D1,3,7,Z0-south,-0.14405851293167965,0.44888249559173554,0.03243764514925007
D1,3,8,Z0-south,-0.15470944545428475,0.4348752183383269,0.03227006640102981
D1,3,9,Z0-south,-0.16162509043673856,0.41896125927365235,0.0306506095098662
D1,3,10,Z0-south,-0.1833531038064976,0.44689216639205287,0.030867372643903046
D1,3,11,Z0-south,-0.1777882961076196,0.41475764527728387,0.02573393273961777
D1,3,12,Z0-south,-0.18253316182977675,0.41448670761273987,0.021697443016211793
D1,3,13,Z0-south,-0.2075528525682806,0.46627523872981935,0.018836903686417328
D1,3,14,Z0-south,-0.19924955963673474,0.4500246033725135,0.012038844661326431
D1,3,15,Z0-south,-0.20526058277923842,0.4736887206962297,0.005709051347328575
D1,3,16,Z1-east,-0.4612933902590284,-0.1924139998991281,-0.0013872534456356167
D1,3,17,Z1-east,-0.4350893369758271,-0.1716822201261632,-0.007718332862215682
D1,3,18,Z1-east,-0.4228102624011767,-0.15488915237127432,-0.013320785386593093
D1,3,19,Z1-east,-0.40332696536812396,-0.1343184027173665,-0.01764476850650265
D1,3,20,Z1-east,-0.40177057641148606,-0.11868149299221631,-0.02170221210385126
D1,3,21,Z1-east,-0.38650284375939803,-0.09823695177493458,-0.023953052373109518
D1,3,22,Z1-east,-0.3883658482803747,-0.08157240801918986,-0.026174810645659186
D1,3,23,Z1-east,-0.36395248466548935,-0.05956368520661176,-0.02553842039319898
D1,3,24,Z1-east,-0.3900639163854094,-0.04509679506023127,-0.02740862000670896
D1,3,25,Z1-east,-0.37131699190177314,-0.024672953646183604,-0.025155088660571145
D1,3,26,Z1-east,-0.37661123481115455,-0.00627235079913524,-0.02362476282891901
D1,3,27,Z1-east,-0.3177834968565971,0.010579743540092279,-0.017606217204080732
D1,3,28,Z1-east,-0.3733272241310557,0.030959807111692217,-0.017174043084790425
D1,3,29,Z1-east,-0.3471874934800079,0.04575198443331163,-0.012088108306758993
D1,3,30,Z1-east,-0.396913601909346,0.07117904220233151,-0.008807200234178358
D1,3,31,Z1-east,-0.40066842825986315,0.09016278636067976,-0.0034124992581097136
D1,3,32,Z2-north,-0.09585832208789569,-0.35732416806410017,0.0020520586790522266
D1,3,33,Z2-north,-0.12358514955000444,-0.40076294569611026,0.008046397598745925
D1,3,34,Z2-north,-0.12802142474043587,-0.3714590380579317,0.012602694323202712
D1,3,35,Z2-north,-0.13800910927570764,-0.3667062504488945,0.017126473355284277
D1,3,36,Z2-north,-0.1616020786028255,-0.401228430591805,0.023197798468959308
D1,3,37,Z2-north,-0.1596337258834668,-0.37716317765910534,0.025163520822873764
D1,3,38,Z2-north,-0.1499116326863139,-0.34286106973580877,0.025008019485842414
D1,3,39,Z2-north,-0.15511784016795122,-0.34910008714044105,0.026580482141845607
D1,3,40,Z2-north,-0.1584037823217943,-0.35649525645818714,0.02714355036562166
D1,3,41,Z2-north,-0.1638167894287379,-0.37466338440692915,0.02732765555768668
D1,3,42,Z2-north,-0.167565583861087,-0.3959036082480889,0.026413842283951716
D1,3,43,Z2-north,-0.1808752070954054,-0.4490800867371292,0.025964434606951414
D1,3,44,Z2-north,-0.1809844795104525,-0.48089680615310626,0.022459574460867326
D1,3,45,Z2-north,-0.15374131695930826,-0.44608628456722954,0.015134613807127772
D1,3,46,Z2-north,-0.13738365092846028,-0.44550884015638736,0.008944792177400185
D1,3,47,Z2-north,-0.1288810637861708,-0.4804206655566423,0.002758983255156444
D1,3,48,Z3-west,0.4774906861851398,-0.10745016999393475,-0.004066795628090425
D1,3,49,Z3-west,0.4781015616893569,-0.0857385866162883,-0.010608697121529564
D1,3,50,Z3-west,0.5280810929640496,-0.06958994318212242,-0.018386323143488204
D1,3,51,Z3-west,0.5244960602227893,-0.04349614977352867,-0.024128210732649036
D1,3,52,Z3-west,0.46970091786272405,-0.01563742390869316,-0.026022925868233404
D1,3,53,Z3-west,0.4326853112911142,0.0072062482666293,-0.027142280723343903
D1,3,54,Z3-west,0.4527209198900559,0.03008201217481543,-0.03066984578325549
D1,3,55,Z3-west,0.45713735001879874,0.052851413632953426,-0.03212166876045819
D1,3,56,Z3-west,0.45722565051839115,0.07482857203433226,-0.032083366289489046
D1,3,57,Z3-west,0.42195054491149975,0.08862654161236067,-0.02843832861152551
D1,3,58,Z3-west,0.399923714602189,0.10164811798767692,-0.024784794823082823
D1,3,59,Z3-west,0.40560425015562807,0.11981394556667718,-0.02190929347221693
D1,3,60,Z3-west,0.372079566328293,0.1239122035576562,-0.016277755710854436
D1,3,61,Z3-west,0.4347895785987872,0.15927756555996575,-0.0136981979385975
D1,3,62,Z3-west,0.40190722363172426,0.15858886571993902,-0.007129693761929401
D1,3,63,Z3-west,0.38888391800528477,0.16221067056222993,-0.0011694955241006166
D1,3,64,Z4-center,-0.3133208558460585,0.28107644016055366,0.004654839644923303
D1,3,65,Z4-center,-0.2701511272045525,0.2385194583892154,0.008815303151283205
D1,3,66,Z4-center,-0.29330834820350016,0.25793067349915205,0.014415538026768315
D1,3,67,Z4-center,-0.2956423504287635,0.2620707375043328,0.01892728612886385
D1,3,68,Z4-center,-0.2684286143922324,0.24271802991874833,0.020637721495197825
D1,3,69,Z4-center,-0.2585342966240409,0.24121821988932335,0.022595086562592126
D1,3,70,Z4-center,-0.26857123035701025,0.26142715358397645,0.025582188884766932
D1,3,71,Z4-center,-0.2391444435776927,0.2454013781465565,0.023955964117162498
D1,3,72,Z4-center,-0.225622620723954,0.2464854407515401,0.02299217737578574
D1,3,73,Z4-center,-0.24563131803053606,0.2883477445390978,0.024614078911571635
D1,3,74,Z4-center,-0.2292802070900793,0.2917929015818017,0.02174325897098983
D1,3,75,Z4-center,-0.2252733202226771,0.31350102026025994,0.019261744502377276
D1,3,76,Z4-center,-0.21065222539542727,0.32333320362816376,0.01514193041059797
D1,3,77,Z4-center,-0.2200395952817591,0.37581249461322597,0.011777079422133907
D1,3,78,Z4-center,-0.21202061166068065,0.40671050631747463,0.006325286279948772
D1,3,79,Z4-center,-0.19323792307152043,0.4205766560968379,0.0
D1,4,0,Z0-south,0.0,0.43356375482978127,0.0
D1,4,1,Z0-south,-0.024185220427471066,0.48471680753557,0.006692990990589287
D1,4,2,Z0-south,-0.044920551502342976,0.45226085252936743,0.012290770259889783
D1,4,3,Z0-south,-0.06794205257768104,0.4596884962618675,0.018233192792139086
D1,4,4,Z0-south,-0.08948367349248998,0.45936323729082695,0.023350767146212092
D1,4,5,Z0-south,-0.10784528958126993,0.44982679368389356,0.027103114818716856
D1,4,6,Z0-south,-0.1309403452926523,0.4642974966056248,0.0313475587271006
D1,4,7,Z0-south,-0.1538084194351622,0.479262944993882,0.03463303090578851
D1,4,8,Z0-south,-0.1465241067855106,0.411866920879151,0.030562727708290938
D1,4,9,Z0-south,-0.16633813512528095,0.43117831748156454,0.03154439210241233
D1,4,10,Z0-south,-0.18227007595527822,0.444252469257691,0.030685045628034313
D1,4,11,Z0-south,-0.18928111100989653,0.44156893123274776,0.027397458023110444
D1,4,12,Z0-south,-0.20025458350209324,0.4547275802823618,0.023803961815573427
D1,4,13,Z0-south,-0.1967358020340375,0.4419743305139352,0.017855179096447626
D1,4,14,Z0-south,-0.2147029814135366,0.4849276667395416,0.012972554851683027
D1,4,15,Z0-south,-0.1926412108885751,0.44456645062401,0.00535806022609453
D1,4,16,Z1-east,-0.4751234048998785,-0.1981827546480639,-0.0014288446235473096
D1,4,17,Z1-east,-0.4552393682028264,-0.17963323570541867,-0.008075787377821664
D1,4,18,Z1-east,-0.46876247857332776,-0.17172294389767928,-0.014768526049724784
D1,4,19,Z1-east,-0.4361439056923744,-0.14524730007586883,-0.019080445673747226
D1,4,20,Z1-east,-0.4252748214836952,-0.12562455717013588,-0.022971827505889886
D1,4,21,Z1-east,-0.4070139927329961,-0.10345024524767854,-0.025224206346566636
D1,4,22,Z1-east,-0.41534775546125924,-0.08723969094697726,-0.0279933184121004
D1,4,23,Z1-east,-0.39369434885473775,-0.06443117508693066,-0.027625396751226994
D1,4,24,Z1-east,-0.32399280920409135,-0.037458059317716626,-0.022766001722668516
D1,4,25,Z1-east,-0.3549782536433941,-0.02358729115166258,-0.024048211198846703
D1,4,26,Z1-east,-0.3657608326581274,-0.006091640500756557,-0.022944118828502447
D1,4,27,Z1-east,-0.3562458515298721,0.011860243793933134,-0.019737154075430086
D1,4,28,Z1-east,-0.38268218454516045,0.03173560847638601,-0.017604396091009722
D1,4,29,Z1-east,-0.41334266234787975,0.05446983952045137,-0.014391448321432687
D1,4,30,Z1-east,-0.4106282443932523,0.07363850721299348,-0.009111517349829956
D1,4,31,Z1-east,-0.4115441361744525,0.09261015695457209,-0.0035051278321931445
D1,4,32,Z2-north,-0.10221414195544343,-0.3810163003387945,0.0021881190130701444
D1,4,33,Z2-north,-0.11676131282745694,-0.3786345515012164,0.00760211037153069
D1,4,34,Z2-north,-0.13487587104511367,-0.3913474749810304,0.013277460220456172
D1,4,35,Z2-north,-0.1502578976494291,-0.3992527053940973,0.018646507422730885
D1,4,36,Z2-north,-0.1444054802007153,-0.3585324192035235,0.020729245913615912
D1,4,37,Z2-north,-0.14467574802927718,-0.3418222844511183,0.02280565198833484
D1,4,38,Z2-north,-0.15139608220260747,-0.34625613614930195,0.025255652986752253
D1,4,39,Z2-north,-0.16336543213747295,-0.36766168567831015,0.027993762334644456
D1,4,40,Z2-north,-0.16736608353391924,-0.3766653421861994,0.028679300780021455
D1,4,41,Z2-north,-0.17446305022218944,-0.3990123178347116,0.029103647804606503
D1,4,42,Z2-north,-0.17231933860513582,-0.4071352025440611,0.027163190241763946
D1,4,43,Z2-north,-0.17436615236031572,-0.43291929327100764,0.025030067046375892
D1,4,44,Z2-north,-0.16515511789214843,-0.4388363517634505,0.020495203113136684
D1,4,45,Z2-north,-0.1554554619369628,-0.4510599414827212,0.015303357790588779
D1,4,46,Z2-north,-0.14879893901733654,-0.48252643083880753,0.009688020202788028
D1,4,47,Z2-north,-0.1285308037066275,-0.47911502626729563,0.002751485166096357
D1,4,48,Z3-west,0.5136149153620022,-0.11557923864020503,-0.004374466251905851
D1,4,49,Z3-west,0.5148305949861336,-0.09232525282905057,-0.011423685444168052
D1,4,50,Z3-west,0.4918699231993804,-0.06481807522461336,-0.017125550361489994
D1,4,51,Z3-west,0.5019594988991929,-0.04162720599863157,-0.02309146910188442
D1,4,52,Z3-west,0.47865219655916413,-0.015935432565218677,-0.02651885519918573
D1,4,53,Z3-west,0.48384746234014786,0.00805833904182568,-0.03035167431712993
D1,4,54,Z3-west,0.4583333636454945,0.030454943033461357,-0.031050064096313168
D1,4,55,Z3-west,0.42842163898289165,0.04953147943448838,-0.03010390198187718
D1,4,56,Z3-west,0.4236211359323172,0.06932892905163468,-0.029725349084585684
D1,4,57,Z3-west,0.4404269982215001,0.09250733801818367,-0.02968359172859425
D1,4,58,Z3-west,0.3942599461834646,0.10020856494428199,-0.02443378953617903
D1,4,59,Z3-west,0.40360767831242317,0.11922416587366375,-0.021801445789569662
D1,4,60,Z3-west,0.4035422133905824,0.13439008592490587,-0.01765418518788997
D1,4,61,Z3-west,0.4481220853061061,0.16416169644920497,-0.014118243231502348
D1,4,62,Z3-west,0.41803943061802507,0.1649544850895005,-0.0074158734789224745
D1,4,63,Z3-west,0.37420431793712305,0.15608753802731878,-0.0011253493771903322
D1,4,64,Z4-center,-0.2753240047503298,0.2469899137004531,0.004090340839425499
D1,4,65,Z4-center,-0.30393316206495946,0.26834599563734157,0.009917644945830917
D1,4,66,Z4-center,-0.2825730995667042,0.24849026742810298,0.013887921319305274
D1,4,67,Z4-center,-0.2728747053441263,0.24188846818495308,0.017469681247924473
D1,4,68,Z4-center,-0.26469160213137577,0.23933895553880186,0.020350407050579777
D1,4,69,Z4-center,-0.24076952349226688,0.22464329343840178,0.02104250111486361
D1,4,70,Z4-center,-0.2370975202452149,0.23079065377602487,0.02258422668340221
D1,4,71,Z4-center,-0.23729171977583008,0.24350017999409224,0.023770370070934854
D1,4,72,Z4-center,-0.21087009761181366,0.23036878476276784,0.02148881469412589
D1,4,73,Z4-center,-0.23288647394173273,0.2733865128974061,0.023336951057384425
D1,4,74,Z4-center,-0.2216010348103425,0.28202002153389333,0.02101502240107278
D1,4,75,Z4-center,-0.23377564687437546,0.3253332606572086,0.01998872647911054
D1,4,76,Z4-center,-0.22892952172524672,0.35138729498603305,0.01645572402754425
D1,4,77,Z4-center,-0.21785434738954756,0.372080241512739,0.01166011939068734
D1,4,78,Z4-center,-0.19337972835723138,0.370952458893839,0.005769166181615271
D1,4,79,Z4-center,-0.18932731751583254,0.41206533812269386,0.0
D2,0,0,Z0-south,0.0,0.5901577496222952,0.0
D2,0,1,Z0-south,-0.027405099195854543,0.5492491677819007,0.0075840566582439095
D2,0,2,Z0-south,-0.05387337671645631,0.5423980442704371,0.01474036435888193
D2,0,3,Z0-south,-0.05905828135347191,0.39958187186275984,0.01584910948427809
D2,0,4,Z0-south,-0.11306316233249003,0.580408226890124,0.029503835430514824
D2,0,5,Z0-south,-0.10071226742337125,0.42007468769000333,0.025310480951251657
D2,0,6,Z0-south,-0.1326447518679843,0.4703411014575605,0.03175559938940098
D2,0,7,Z0-south,-0.16838812160302818,0.5246929092556933,0.03791594140985066
D2,0,8,Z0-south,-0.20789263433980854,0.5843686821058945,0.04336328072750395
D2,0,9,Z0-south,-0.12165158347115557,0.3153427507201192,0.023070026882309635
D2,0,10,Z0-south,-0.16801757034958598,0.40951439842926063,0.028285645822375693
D2,0,11,Z0-south,-0.19216307100715024,0.4482921799977886,0.02781460676884495
D2,0,12,Z0-south,-0.23105565828313845,0.5246690415979496,0.027465239351120774
D2,0,13,Z0-south,-0.1956177062590907,0.43946248657666787,0.017753703919574537
D2,0,14,Z0-south,-0.12890178590201118,0.29113728120815563,0.007788366407790903
D2,0,15,Z0-south,-0.13774215648004473,0.3178735293719137,0.0038311157134445217
D2,0,16,Z1-east,-0.2833547670920984,-0.11819251105258899,-0.0008521363741307297
D2,0,17,Z1-east,-0.4604073058784679,-0.18167245601772208,-0.008167464787038448
D2,0,18,Z1-east,-0.6452742655396952,-0.23638495307289364,-0.020329591713150075
D2,0,19,Z1-east,-0.38790833713915607,-0.12918359722793527,-0.016970233577900284
D2,0,20,Z1-east,-0.35132645782563676,-0.1037804931232924,-0.018977400917526976
D2,0,21,Z1-east,-0.3572751465449555,-0.09080818397126234,-0.02214170072737942
D2,0,22,Z1-east,-0.4113640020008622,-0.08640294290603012,-0.027724824174137463
D2,0,23,Z1-east,-0.4118999232132199,-0.06741066044774874,-0.02890287562843219
D2,0,24,Z1-east,-0.26683095806772705,-0.030849357057205512,-0.01874941010559472
D2,0,25,Z1-east,-0.41412938664234455,-0.027517715006298404,-0.028055439597797882
D2,0,26,Z1-east,-0.3535419637821402,-0.0058881387863234935,-0.022177631128321273
D2,0,27,Z1-east,-0.4358776483287825,0.014511369469441093,-0.02414900907942208
D2,0,28,Z1-east,-0.4766232833191535,0.039526088542962245,-0.02192593594530856
D2,0,29,Z1-east,-0.2717298605283063,0.035808260903478994,-0.009460882220504896
D2,0,30,Z1-east,-0.43956772509380126,0.07882826263631215,-0.009753661635077071
D2,0,31,Z1-east,-0.24858635244608585,0.055939616418292815,-0.0021172138443319444
D2,0,32,Z2-north,-0.06810010452640558,-0.2538518582941982,0.001457832846371243
D2,0,33,Z2-north,-0.09427805942031786,-0.305725671291209,0.006138267855775981
D2,0,34,Z2-north,-0.10341667813704247,-0.30006742900900596,0.010180552084345873
D2,0,35,Z2-north,-0.1785163377708121,-0.4743386665660171,0.02215328624581514
D2,0,36,Z2-north,-0.15360036537648547,-0.3813616388549197,0.022049161443768117
D2,0,37,Z2-north,-0.1983878287023828,-0.4687266645452053,0.03127244090137582
D2,0,38,Z2-north,-0.08653832751745638,-0.19792075514158292,0.014436185785243083
D2,0,39,Z2-north,-0.1401280624679769,-0.31536487850414874,0.024011883210652396
D2,0,40,Z2-north,-0.1840478400370975,-0.4142084297034686,0.03153783162565005
D2,0,41,Z2-north,-0.20188280304438022,-0.4617237006410043,0.033677767241416134
D2,0,42,Z2-north,-0.14215872451806222,-0.3358753670282578,0.022408886372637937
D2,0,43,Z2-north,-0.147518456264373,-0.36626136991560565,0.021176110161822193
D2,0,44,Z2-north,-0.16565014492809138,-0.4401516961575568,0.020556634328697143
D2,0,45,Z2-north,-0.15438097741635026,-0.44794228373719847,0.01519758330795229
D2,0,46,Z2-north,-0.19508510074557694,-0.6326235791346935,0.012701625493888091
D2,0,47,Z2-north,-0.14661055002726897,-0.5465095953784621,0.003138521988192311
D2,0,48,Z3-west,0.6058888197549228,-0.13634372054505017,-0.005160364536058948
D2,0,49,Z3-west,0.576299319988677,-0.10334852073932721,-0.012787628041833754
D2,0,50,Z3-west,0.6165306689498877,-0.08124573061580798,-0.02146589275438293
D2,0,51,Z3-west,0.5009693860957687,-0.04154509652621308,-0.02304592128526206
D2,0,52,Z3-west,0.4082753054965995,-0.01359242398876348,-0.02261975143057615
D2,0,53,Z3-west,0.39540925171476915,0.006585426314279552,-0.02480395943792235
D2,0,54,Z3-west,0.332542990700363,0.02209653200326428,-0.022528321075950153
D2,0,55,Z3-west,0.34443685748426667,0.039821674655520944,-0.024202543599965542
D2,0,56,Z3-west,0.3923856731517177,0.06421700002041386,-0.027533567428251526
D2,0,57,Z3-west,0.3696389337330088,0.07763900470589086,-0.024912667116754106
D2,0,58,Z3-west,0.44580539628108107,0.11330980851135142,-0.027628257276117063
D2,0,59,Z3-west,0.4646770815650463,0.13726383423091537,-0.025100196918339757
D2,0,60,Z3-west,0.34469841914249866,0.11479356714015754,-0.015079883897114454
D2,0,61,Z3-west,0.4476729385701963,0.16399715938990966,-0.014104092706294757
D2,0,62,Z3-west,0.592268568147122,0.23370368806829878,-0.010506637520839357
D2,0,63,Z3-west,0.5449970984213595,0.22732836380288923,-0.0016389766656355054
D2,0,64,Z4-center,-0.3446465736872111,0.30917837174914575,0.005120229007271826
D2,0,65,Z4-center,-0.38522647052892833,0.34012076891382537,0.012570327411738358
D2,0,66,Z4-center,-0.3739488777908371,0.3288446663506582,0.018378864089204416
D2,0,67,Z4-center,-0.24599858496029303,0.2180642607260708,0.01574904812550182
D2,0,68,Z4-center,-0.3869384723923027,0.3498767965981328,0.029749169801029485
D2,0,69,Z4-center,-0.16899884860018122,0.1576796655414816,0.014769969257318438
D2,0,70,Z4-center,-0.13,0.12654196028643935,0.01225750005039683
D2,0,71,Z4-center,-0.1847931864422102,0.18962808395871938,0.018511402051737402
D2,0,72,Z4-center,-0.22031849218808372,0.24069085129161893,0.02245165770745916
D2,0,73,Z4-center,-0.22534640174473775,0.2645351871418069,0.022581379929305978
D2,0,74,Z4-center,-0.2641769185651436,0.3362041171254594,0.025052608018028
D2,0,75,Z4-center,-0.16730948249353206,0.23283579879362204,0.014305611074715063
D2,0,76,Z4-center,-0.2891286916853978,0.4437878876806237,0.02078291136487853
D2,0,77,Z4-center,-0.22532183276452478,0.38483419292618537,0.012059798222272766
D2,0,78,Z4-center,-0.2849025739073874,0.5465170068958626,0.008499599768830635
D2,0,79,Z4-center,-0.17510026321646022,0.3811005728828837,0.0
D2,1,0,Z0-south,0.0,0.4688107064981091,0.0
D2,1,1,Z0-south,-0.027339034789683136,0.5479251141869683,0.007565774067988862
D2,1,2,Z0-south,-0.04080840526343832,0.4108596964541694,0.011165640603037374
D2,1,3,Z0-south,-0.053581323006481885,0.36252537075487645,0.014379291695935548
D2,1,4,Z0-south,-0.06563703649930752,0.33694684623143667,0.01712798654372838
D2,1,5,Z0-south,-0.11362670638955508,0.4739413024947887,0.028556070290191027
D2,1,6,Z0-south,-0.15994222026341276,0.5671343870666815,0.038290705064541575
D2,1,7,Z0-south,-0.17101578344409324,0.5328806336795033,0.038507611840414624
D2,1,8,Z0-south,-0.11275001346410224,0.3169307897063034,0.023517959168683822
D2,1,9,Z0-south,-0.17252419857692658,0.44721370485022693,0.032717518222541875
D2,1,10,Z0-south,-0.22375320700525836,0.5453605820672551,0.037668703051728425
D2,1,11,Z0-south,-0.2300239841671785,0.5366169096571334,0.033294777365288075
D2,1,12,Z0-south,-0.1565264992476758,0.35543214546308,0.018606070063700297
D2,1,13,Z0-south,-0.12232490128742213,0.27480746154346547,0.011101858420585309
D2,1,14,Z0-south,-0.23399991197781222,0.5285116703344686,0.01413849343607576
D2,1,15,Z0-south,-0.20989065733298662,0.484373743911096,0.005837830740875072
D2,1,16,Z1-east,-0.5221994381676318,-0.2178190383055134,-0.001570416973675437
D2,1,17,Z1-east,-0.4666487414159579,-0.18413526863753615,-0.008278185673354033
D2,1,18,Z1-east,-0.4866670791985426,-0.17828198151099617,-0.015332616762676388
D2,1,19,Z1-east,-0.4512838302764055,-0.15028928997984747,-0.01974278786117667
D2,1,20,Z1-east,-0.4325750066819827,-0.1277810039816244,-0.02336615744658821
D2,1,21,Z1-east,-0.1741393521927077,-0.04426078467387062,-0.010792078481802525
D2,1,22,Z1-east,-0.3158016906431522,-0.06633102389501472,-0.021284182146201536
D2,1,23,Z1-east,-0.464470936459608,-0.07601432003501188,-0.03259176550650711
D2,1,24,Z1-east,-0.41550821509986213,-0.048038508652224275,-0.029196514465812173
D2,1,25,Z1-east,-0.32051196138900506,-0.02129710446563743,-0.02171327189800909
D2,1,26,Z1-east,-0.33904424437248193,-0.005646683477720182,-0.021268191496800037
D2,1,27,Z1-east,-0.27665453796219674,0.009210465898308096,-0.01532754197130326
D2,1,28,Z1-east,-0.36110967221670087,0.02994661271761634,-0.01661200327251522
D2,1,29,Z1-east,-0.5212437996073926,0.06868893221515449,-0.018148267498707016
D2,1,30,Z1-east,-0.42906762829413125,0.07694526636297461,-0.009520672756519799
D2,1,31,Z1-east,-0.3085723007044998,0.06943830974173681,-0.0026281151020572935
D2,1,32,Z2-north,-0.126504087450225,-0.4715601819465569,0.0027080988372587544
D2,1,33,Z2-north,-0.15793749941921753,-0.5121610301366595,0.010283014753034836
D2,1,34,Z2-north,-0.09804163667792731,-0.2844715415708481,0.009651421865547682
D2,1,35,Z2-north,-0.11784644672569189,-0.3131317116261585,0.014624353714437932
D2,1,36,Z2-north,-0.10274283233198145,-0.25509167782695297,0.01474861919582815
D2,1,37,Z2-north,-0.20031235931834412,-0.4732737117221161,0.031575810167243645
D2,1,38,Z2-north,-0.15989252762376283,-0.3656882530160752,0.026673016461788546
D2,1,39,Z2-north,-0.14880926680378342,-0.33490234232412397,0.025499465790243203
D2,1,40,Z2-north,-0.24459213133617208,-0.550466240832598,0.041912501953210723
D2,1,41,Z2-north,-0.16673871202161006,-0.38134607799064635,0.027815086024751023
D2,1,42,Z2-north,-0.18499361548961712,-0.4370804444898134,0.02916107276021318
D2,1,43,Z2-north,-0.20990139742218084,-0.5211468131775375,0.030131111912984565
D2,1,44,Z2-north,-0.1517148169121092,-0.40312390927932007,0.018827306277705347
D2,1,45,Z2-north,-0.16194746248284475,-0.46989672823723716,0.015942443776326698
D2,1,46,Z2-north,-0.09411769341555143,-0.30520563508383536,0.006127826725588648
D2,1,47,Z2-north,-0.15578859507543452,-0.5807219333357602,0.003334998273063494
D2,1,48,Z3-west,0.5153593531484431,-0.11597179108598032,-0.004389323655764388
D2,1,49,Z3-west,0.38114009538851623,-0.06835035837561487,-0.008457198547020761
D2,1,50,Z3-west,0.38407610716091667,-0.05061312520188743,-0.013372467812314603
D2,1,51,Z3-west,0.45597511203146723,-0.037813747843020384,-0.02097606526780238
D2,1,52,Z3-west,0.5915994688212756,-0.019695707047393318,-0.03277649358420387
