condition,seed_index,time_index,zone,path_count,bounce_0,bounce_1,bounce_2,bounce_3,reconstruction_nrmse
D2,4,8,Z0-south,61,1,6,18,36,1.004737697485325e-07
D2,4,9,Z0-south,62,1,6,18,37,1.1936985799820832e-07
D2,4,10,Z0-south,63,1,6,18,38,7.353301612056384e-08
D2,4,11,Z0-south,63,1,6,18,38,1.0418924034638621e-07
D2,4,12,Z0-south,62,1,6,18,37,7.140378244230305e-08
D2,4,13,Z0-south,65,1,6,19,39,8.584189004068321e-08
D2,4,14,Z0-south,64,1,7,20,36,1.2448465724901325e-07
D2,4,15,Z0-south,60,1,7,19,33,8.581433519339043e-08
D2,4,16,Z1-east,58,1,6,17,34,7.839858540137357e-08
D2,4,17,Z1-east,59,1,6,18,34,8.752904534503614e-08
D2,4,18,Z1-east,59,1,6,18,34,8.63095550585058e-08
D2,4,19,Z1-east,59,1,6,17,35,9.753640739518232e-08
D2,4,20,Z1-east,58,1,6,17,34,1.0592417254429165e-07
D2,4,21,Z1-east,57,1,6,17,33,8.292800401932254e-08
D2,4,22,Z1-east,58,1,6,17,34,1.0557373997244213e-07
D2,4,23,Z1-east,50,1,5,14,30,9.152246605026448e-08
D2,4,24,Z1-east,49,1,5,14,29,8.997874800797945e-08
D2,4,25,Z1-east,47,1,5,13,28,8.754584257530951e-08
D2,4,26,Z1-east,50,1,5,14,30,9.006889456486533e-08
D2,4,27,Z1-east,46,1,5,13,27,9.276811852032552e-08
D2,4,28,Z1-east,47,1,5,14,27,1.0186960253122379e-07
D2,4,29,Z1-east,44,1,5,13,25,1.0508615844173619e-07
D2,4,30,Z1-east,45,1,6,13,25,1.4148517379908299e-07
D2,4,31,Z1-east,53,1,6,15,31,9.559902025557676e-08
D2,4,32,Z2-north,61,1,6,18,36,8.912063265142933e-08
D2,4,33,Z2-north,61,1,6,18,36,1.0360700031242231e-07
D2,4,34,Z2-north,63,1,6,18,38,1.3128901343861799e-07
D2,4,35,Z2-north,63,1,6,18,38,8.049546096344784e-08
D2,4,36,Z2-north,61,1,6,18,36,1.0860417631874952e-07
D2,4,37,Z2-north,58,1,6,17,34,1.0022153418276503e-07
D2,4,38,Z2-north,58,1,6,17,34,8.206080082118206e-08
D2,4,39,Z2-north,62,1,6,18,37,8.691080211065128e-08
D2,4,40,Z2-north,62,1,6,18,37,8.636515502757902e-08
D2,4,41,Z2-north,63,1,6,18,38,9.703703085506277e-08
D2,4,42,Z2-north,62,1,6,18,37,9.409342993649261e-08
D2,4,43,Z2-north,63,1,6,18,38,1.0499645242134648e-07
D2,4,44,Z2-north,62,1,6,18,37,8.90346001369835e-08
D2,4,45,Z2-north,59,1,6,17,35,7.75385018414454e-08
D2,4,46,Z2-north,65,1,6,19,39,1.1243397324278703e-07
D2,4,47,Z2-north,61,1,6,18,36,9.199209216603776e-08
D2,4,48,Z3-west,57,1,5,16,35,1.0704390973614863e-07
D2,4,49,Z3-west,50,0,3,14,33,9.40361672974177e-08
D2,4,50,Z3-west,49,0,3,14,32,1.0399682537354238e-07
D2,4,51,Z3-west,50,0,3,14,33,1.4944654935789004e-07
D2,4,52,Z3-west,45,0,3,13,29,2.386803430454165e-07
D2,4,53,Z3-west,47,0,3,13,31,2.527238223137829e-07
D2,4,54,Z3-west,40,0,2,11,27,1.0585445409105887e-07
D2,4,55,Z3-west,41,0,2,11,28,6.70750424092148e-08
D2,4,56,Z3-west,42,0,2,11,29,1.0804141226117281e-07
D2,4,57,Z3-west,43,0,2,11,30,1.1026894952692601e-07
D2,4,58,Z3-west,41,0,2,11,28,7.70303500985392e-08
D2,4,59,Z3-west,40,0,2,11,27,1.164733589575917e-07
D2,4,60,Z3-west,42,0,2,11,29,1.395421094230187e-07
D2,4,61,Z3-west,44,0,2,11,31,1.3219772654338158e-07
D2,4,62,Z3-west,42,0,2,11,29,4.2063336991304823e-07
D2,4,63,Z3-west,41,0,2,11,28,8.938229711930035e-08
D2,4,64,Z4-center,63,1,6,18,38,1.0190900212592169e-07
D2,4,65,Z4-center,54,1,5,16,32,1.0144607642814663e-07
D2,4,66,Z4-center,54,1,5,15,33,9.525059851966944e-08
D2,4,67,Z4-center,53,1,5,15,32,9.22401781622284e-08
D2,4,68,Z4-center,57,1,5,16,35,9.833157577077145e-08
D2,4,69,Z4-center,62,1,6,18,37,7.792548473162242e-08
D2,4,70,Z4-center,59,1,6,17,35,9.85388197705106e-08
D2,4,71,Z4-center,61,1,6,18,36,1.137255551952876e-07
D2,4,72,Z4-center,60,1,6,17,36,1.0046237974847827e-07
D2,4,73,Z4-center,63,1,6,18,38,6.143920927570434e-08
D2,4,74,Z4-center,60,1,6,17,36,7.216239339413733e-08
D2,4,75,Z4-center,59,1,6,17,35,8.591125322254811e-08
D2,4,76,Z4-center,59,1,6,17,35,8.707677778829748e-08
D2,4,77,Z4-center,54,1,6,16,31,9.815062895768278e-08
D2,4,78,Z4-center,54,1,6,16,31,1.0645256764973965e-07
D2,4,79,Z4-center,61,1,6,18,36,8.4606725181402e-08
D3,0,0,Z0-south,61,1,6,17,37,9.643743226206425e-08
D3,0,1,Z0-south,58,1,6,17,34,1.050530258339677e-07
D3,0,2,Z0-south,61,1,6,18,36,9.424896063592314e-08
D3,0,3,Z0-south,60,1,6,17,36,8.987878175048536e-08
D3,0,4,Z0-south,58,1,6,17,34,7.893060427477394e-08
D3,0,5,Z0-south,60,1,6,18,35,1.0554389007211284e-07
D3,0,6,Z0-south,62,1,6,18,37,8.57425632716513e-08
D3,0,7,Z0-south,61,1,6,18,36,1.3815464683375467e-07
D3,0,8,Z0-south,62,1,6,18,37,9.854512939000415e-08
D3,0,9,Z0-south,63,1,6,18,38,1.354948011567103e-07
D3,0,10,Z0-south,63,1,6,18,38,7.97941410723979e-08
D3,0,11,Z0-south,64,1,6,18,39,1.101297542049906e-07
D3,0,12,Z0-south,63,1,6,18,38,7.872824880905682e-08
D3,0,13,Z0-south,66,1,7,20,38,8.364241210756518e-08
D3,0,14,Z0-south,66,1,7,20,38,1.477148856565691e-07
D3,0,15,Z0-south,61,1,7,19,34,8.096173331750833e-08
D3,0,16,Z1-east,58,1,6,17,34,7.839858540137357e-08
D3,0,17,Z1-east,59,1,6,18,34,8.621731950597677e-08
D3,0,18,Z1-east,59,1,6,17,35,8.331664957950125e-08
D3,0,19,Z1-east,58,1,6,17,34,1.0459680055419085e-07
D3,0,20,Z1-east,58,1,6,17,34,1.0414654383339439e-07
D3,0,21,Z1-east,46,1,5,13,27,8.42587013494267e-08
D3,0,22,Z1-east,50,1,5,14,30,9.391511923695361e-08
D3,0,23,Z1-east,51,1,5,14,31,9.406488743479713e-08
D3,0,24,Z1-east,46,1,5,13,27,9.444258353141777e-08
D3,0,25,Z1-east,47,1,5,13,28,8.398127704367653e-08
D3,0,26,Z1-east,53,1,5,15,32,9.494026897982621e-08
D3,0,27,Z1-east,52,1,5,15,31,9.98131355345322e-08
D3,0,28,Z1-east,47,1,5,14,27,1.2387317838147283e-07
D3,0,29,Z1-east,45,1,5,13,26,1.067981187929945e-07
D3,0,30,Z1-east,48,1,6,14,27,1.195133449982677e-07
D3,0,31,Z1-east,47,1,6,13,27,9.025623626257584e-08
D3,0,32,Z2-north,54,1,5,16,32,8.457978850628933e-08
D3,0,33,Z2-north,65,1,6,19,39,9.438359427349496e-08
D3,0,34,Z2-north,58,1,6,17,34,1.1790496046160115e-07
D3,0,35,Z2-north,63,1,6,18,38,8.197107348451027e-08
D3,0,36,Z2-north,62,1,6,18,37,1.1047125525465162e-07
D3,0,37,Z2-north,62,1,6,18,37,8.960657993384302e-08
D3,0,38,Z2-north,63,1,6,18,38,8.986051369674897e-08
D3,0,39,Z2-north,60,1,6,17,36,9.221377439416756e-08
D3,0,40,Z2-north,63,1,6,18,38,8.760859770973184e-08
D3,0,41,Z2-north,59,1,6,17,35,1.0328460575692588e-07
D3,0,42,Z2-north,59,1,6,17,35,1.0144394479993935e-07
D3,0,43,Z2-north,59,1,6,17,35,9.810055701109377e-08
D3,0,44,Z2-north,63,1,6,18,38,9.067337458645852e-08
D3,0,45,Z2-north,63,1,6,18,38,8.215742752781807e-08
D3,0,46,Z2-north,64,1,6,19,38,1.1060043902944017e-07
D3,0,47,Z2-north,61,1,6,18,36,9.199209216603776e-08
D3,0,48,Z3-west,57,1,5,16,35,1.0929124982794747e-07
D3,0,49,Z3-west,48,0,3,14,31,8.874715717865911e-08
D3,0,50,Z3-west,49,0,3,14,32,1.017502313516161e-07
D3,0,51,Z3-west,43,0,2,11,30,1.425200935045723e-07
D3,0,52,Z3-west,48,0,3,14,31,3.6080302834307076e-07
D3,0,53,Z3-west,55,1,5,16,33,7.447150096595578e-08
D3,0,54,Z3-west,41,0,2,11,28,9.649230037211964e-08
D3,0,55,Z3-west,41,0,2,11,28,7.433315118987593e-08
D3,0,56,Z3-west,42,0,2,11,29,9.133830047858282e-08
D3,0,57,Z3-west,41,0,2,11,28,1.0490780510963305e-07
D3,0,58,Z3-west,42,0,2,11,29,1.143966485983583e-07
D3,0,59,Z3-west,40,0,2,11,27,3.294153430033475e-07
D3,0,60,Z3-west,41,0,2,11,28,1.0280290752007204e-07
D3,0,61,Z3-west,42,0,2,11,29,1.2777785229900473e-07
D3,0,62,Z3-west,42,0,2,11,29,2.819935787101713e-07
D3,0,63,Z3-west,41,0,2,11,28,8.021382313927461e-08
D3,0,64,Z4-center,60,1,6,17,36,1.0085874890819468e-07
D3,0,65,Z4-center,60,1,6,18,35,1.2186920628209919e-07
D3,0,66,Z4-center,61,1,6,18,36,9.295499125983042e-08
D3,0,67,Z4-center,56,1,5,16,34,9.91984663301082e-08
D3,0,68,Z4-center,59,1,6,17,35,9.125137978571729e-08
D3,0,69,Z4-center,63,1,6,18,38,8.123779338120585e-08
D3,0,70,Z4-center,60,1,6,18,35,9.324035232793904e-08
D3,0,71,Z4-center,62,1,6,18,37,1.032778840226456e-07
D3,0,72,Z4-center,62,1,6,18,37,9.40399047522078e-08
D3,0,73,Z4-center,64,1,6,18,39,7.768021959009275e-08
D3,0,74,Z4-center,62,1,6,18,37,9.757105345897799e-08
D3,0,75,Z4-center,56,1,6,16,33,8.745985269342782e-08
D3,0,76,Z4-center,58,1,6,17,34,8.734343737160088e-08
D3,0,77,Z4-center,55,1,6,16,32,8.624614622476656e-08
D3,0,78,Z4-center,62,1,6,18,37,1.152344708543751e-07
D3,0,79,Z4-center,62,1,6,18,37,1.0158141350302685e-07
D3,1,0,Z0-south,61,1,6,17,37,1.055776834846256e-07
D3,1,1,Z0-south,62,1,6,18,37,1.0359672586446322e-07
D3,1,2,Z0-south,61,1,6,18,36,9.424896063592314e-08
D3,1,3,Z0-south,61,1,6,17,37,8.840109444463451e-08
D3,1,4,Z0-south,58,1,6,17,34,7.893060427477394e-08
D3,1,5,Z0-south,59,1,6,18,34,1.1330604365866748e-07
D3,1,6,Z0-south,62,1,6,18,37,8.57425632716513e-08
D3,1,7,Z0-south,61,1,6,18,36,1.3815464683375467e-07
D3,1,8,Z0-south,62,1,6,18,37,9.854512939000415e-08
D3,1,9,Z0-south,62,1,6,18,37,1.1936985799820832e-07
D3,1,10,Z0-south,63,1,6,18,38,7.729850892701506e-08
D3,1,11,Z0-south,62,1,6,18,37,9.928027111527626e-08
D3,1,12,Z0-south,64,1,6,18,39,7.751091146701583e-08
D3,1,13,Z0-south,64,1,6,19,38,9.358932828718025e-08
D3,1,14,Z0-south,65,1,7,20,37,1.1417925094292514e-07
D3,1,15,Z0-south,60,1,7,19,33,8.73945324997294e-08
D3,1,16,Z1-east,59,1,6,18,34,7.439548710408417e-08
D3,1,17,Z1-east,63,1,6,19,37,8.222790626177812e-08
D3,1,18,Z1-east,58,1,6,17,34,8.215200608674422e-08
D3,1,19,Z1-east,57,1,6,17,33,1.0479794099182982e-07
D3,1,20,Z1-east,58,1,6,17,34,1.0592417254429165e-07
D3,1,21,Z1-east,46,1,5,13,27,8.501718440356854e-08
D3,1,22,Z1-east,46,1,5,13,27,9.766673514377544e-08
D3,1,23,Z1-east,46,1,5,13,27,9.648675103335336e-08
D3,1,24,Z1-east,50,1,5,14,30,8.737971057826144e-08
D3,1,25,Z1-east,47,1,5,13,28,7.482827868443565e-08
D3,1,26,Z1-east,47,1,5,13,28,1.0199091349250011e-07
D3,1,27,Z1-east,50,1,5,14,30,9.475088802446407e-08
D3,1,28,Z1-east,47,1,5,14,27,1.1092354412767236e-07
D3,1,29,Z1-east,48,1,5,14,28,1.1290487833548468e-07
D3,1,30,Z1-east,47,1,6,14,26,9.215288798714028e-08
D3,1,31,Z1-east,51,1,6,15,29,9.257599487000334e-08
D3,1,32,Z2-north,61,1,6,18,36,8.474901136423796e-08
D3,1,33,Z2-north,61,1,6,18,36,1.0360700031242231e-07
D3,1,34,Z2-north,62,1,6,18,37,1.2212446165449364e-07
D3,1,35,Z2-north,65,1,6,19,39,7.817723002290222e-08
D3,1,36,Z2-north,63,1,6,18,38,1.1614925909952944e-07
D3,1,37,Z2-north,62,1,6,18,37,8.960657993384302e-08
D3,1,38,Z2-north,62,1,6,18,37,8.227898717905191e-08
D3,1,39,Z2-north,63,1,6,18,38,1.0221875612614895e-07
D3,1,40,Z2-north,59,1,6,17,35,8.654964034349177e-08
D3,1,41,Z2-north,63,1,6,18,38,9.703703085506277e-08
D3,1,42,Z2-north,59,1,6,17,35,1.0144394479993935e-07
D3,1,43,Z2-north,63,1,6,18,38,1.0499645242134648e-07
D3,1,44,Z2-north,63,1,6,18,38,9.067337458645852e-08
D3,1,45,Z2-north,63,1,6,18,38,8.215742752781807e-08
D3,1,46,Z2-north,64,1,6,19,38,1.0195971356097289e-07
D3,1,47,Z2-north,62,1,6,18,37,1.0053265242504494e-07
D3,1,48,Z3-west,37,0,1,9,27,7.111550104355047e-08
D3,1,49,Z3-west,61,1,6,18,36,8.437505982783478e-08
D3,1,50,Z3-west,46,0,3,13,30,9.21182774504814e-08
D3,1,51,Z3-west,46,0,3,13,30,9.789426513862054e-08
D3,1,52,Z3-west,49,0,3,14,32,3.563565655895218e-07
D3,1,53,Z3-west,41,0,2,11,28,9.063862904667985e-08
D3,1,54,Z3-west,47,0,3,13,31,1.0052369248114701e-07
D3,1,55,Z3-west,47,0,3,13,31,7.609617114212597e-08
D3,1,56,Z3-west,42,0,2,11,29,9.110586063343362e-08
D3,1,57,Z3-west,47,0,3,13,31,1.3661404807407962e-07
D3,1,58,Z3-west,41,0,2,11,28,1.148848056686802e-07
D3,1,59,Z3-west,40,0,2,11,27,1.4919163504600874e-07
D3,1,60,Z3-west,42,0,2,11,29,1.070083541776512e-07
D3,1,61,Z3-west,42,0,2,11,29,1.1027584889689024e-07
D3,1,62,Z3-west,42,0,2,11,29,3.7333376212700387e-07
D3,1,63,Z3-west,41,0,2,11,28,8.775236182145818e-08
D3,1,64,Z4-center,59,1,6,17,35,9.263753497634752e-08
D3,1,65,Z4-center,59,1,6,17,35,1.0480621170927407e-07
D3,1,66,Z4-center,58,1,6,17,34,8.356612113402662e-08
D3,1,67,Z4-center,61,1,6,18,36,9.872134398847265e-08
D3,1,68,Z4-center,61,1,6,17,37,9.644072207493082e-08
D3,1,69,Z4-center,63,1,6,18,38,9.401988165791408e-08
D3,1,70,Z4-center,62,1,6,18,37,8.430298947814663e-08
D3,1,71,Z4-center,61,1,6,18,36,1.0920896897914645e-07
D3,1,72,Z4-center,60,1,6,17,36,9.247935395251261e-08
D3,1,73,Z4-center,66,1,6,19,40,7.745695285166221e-08
D3,1,74,Z4-center,61,1,6,18,36,7.398875823128037e-08
D3,1,75,Z4-center,55,1,6,16,32,9.16907012538104e-08
D3,1,76,Z4-center,55,1,6,16,32,8.61113846895023e-08
D3,1,77,Z4-center,54,1,6,16,31,9.039437287583496e-08
D3,1,78,Z4-center,58,1,6,17,34,1.0595402955004829e-07
D3,1,79,Z4-center,60,1,6,18,35,9.022667768476822e-08
D3,2,0,Z0-south,61,1,6,17,37,1.0188894350449118e-07
D3,2,1,Z0-south,58,1,6,17,34,1.050530258339677e-07
D3,2,2,Z0-south,61,1,6,18,36,9.424896063592314e-08
D3,2,3,Z0-south,61,1,6,17,37,8.840109444463451e-08
D3,2,4,Z0-south,58,1,6,17,34,7.893060427477394e-08
D3,2,5,Z0-south,60,1,6,18,35,1.0554389007211284e-07
D3,2,6,Z0-south,62,1,6,18,37,8.57425632716513e-08
D3,2,7,Z0-south,62,1,6,18,37,1.3783302676984022e-07
D3,2,8,Z0-south,62,1,6,18,37,9.854512939000415e-08
D3,2,9,Z0-south,62,1,6,18,37,1.1936985799820832e-07
D3,2,10,Z0-south,65,1,6,19,39,9.237096776359977e-08
D3,2,11,Z0-south,63,1,6,18,38,8.717685773262929e-08
D3,2,12,Z0-south,65,1,6,19,39,8.191452849359848e-08
D3,2,13,Z0-south,59,1,6,17,35,9.184121552152646e-08
D3,2,14,Z0-south,62,1,6,18,37,1.24075455687489e-07
D3,2,15,Z0-south,58,1,6,17,34,9.384692134517536e-08
D3,2,16,Z1-east,58,1,6,17,34,7.839858540137357e-08
D3,2,17,Z1-east,59,1,6,18,34,8.081192959252803e-08
D3,2,18,Z1-east,59,1,6,17,35,8.482489022298978e-08
D3,2,19,Z1-east,58,1,6,17,34,1.0459680055419085e-07
D3,2,20,Z1-east,58,1,6,17,34,1.0592417254429165e-07
D3,2,21,Z1-east,58,1,6,17,34,8.618115288072659e-08
D3,2,22,Z1-east,58,1,6,17,34,1.0557373997244213e-07
D3,2,23,Z1-east,46,1,5,13,27,9.610407403215504e-08
D3,2,24,Z1-east,46,1,5,13,27,9.476738682678842e-08
D3,2,25,Z1-east,48,1,5,13,29,8.640805049253686e-08
D3,2,26,Z1-east,47,1,5,13,28,8.979948518117453e-08
D3,2,27,Z1-east,46,1,5,13,27,1.0112282922136728e-07
D3,2,28,Z1-east,47,1,5,14,27,1.0199548228229105e-07
D3,2,29,Z1-east,48,1,6,14,27,9.463060024472725e-08
D3,2,30,Z1-east,46,1,6,13,26,9.186523186599516e-08
D3,2,31,Z1-east,47,1,6,13,27,9.314991444853149e-08
D3,2,32,Z2-north,54,1,5,15,33,8.638634341195939e-08
D3,2,33,Z2-north,61,1,6,18,36,1.0360700031242231e-07
D3,2,34,Z2-north,62,1,6,18,37,1.343253472896322e-07
D3,2,35,Z2-north,50,1,5,14,30,7.422429604275749e-08
D3,2,36,Z2-north,65,1,6,19,39,1.0152729856827136e-07
D3,2,37,Z2-north,62,1,6,18,37,9.832832859046903e-08
D3,2,38,Z2-north,62,1,6,18,37,8.227898717905191e-08
D3,2,39,Z2-north,62,1,6,18,37,8.691080211065128e-08
D3,2,40,Z2-north,62,1,6,18,37,9.67445572541692e-08
D3,2,41,Z2-north,59,1,6,17,35,1.0328460575692588e-07
D3,2,42,Z2-north,58,1,6,17,34,8.80339854347767e-08
D3,2,43,Z2-north,63,1,6,18,38,1.0499645242134648e-07
D3,2,44,Z2-north,63,1,6,18,38,9.067337458645852e-08
D3,2,45,Z2-north,63,1,6,18,38,8.215742752781807e-08
D3,2,46,Z2-north,64,1,6,19,38,9.869341965895728e-08
D3,2,47,Z2-north,62,1,6,18,37,1.0053265242504494e-07
D3,2,48,Z3-west,49,0,3,14,32,9.469949446838655e-08
D3,2,49,Z3-west,49,0,3,14,32,9.141268719758955e-08
D3,2,50,Z3-west,48,0,3,14,31,1.0594525434726165e-07
D3,2,51,Z3-west,46,0,3,13,30,1.0177433296121308e-07
D3,2,52,Z3-west,48,0,3,14,31,3.283863918568386e-07
D3,2,53,Z3-west,45,0,3,13,29,1.6585745754582604e-07
D3,2,54,Z3-west,41,0,2,11,28,9.316573112982951e-08
D3,2,55,Z3-west,41,0,2,11,28,7.607126661923758e-08
D3,2,56,Z3-west,42,0,2,11,29,9.748591622837921e-08
D3,2,57,Z3-west,41,0,2,11,28,9.211132123709831e-08
D3,2,58,Z3-west,42,0,2,11,29,1.2461869403068704e-07
D3,2,59,Z3-west,40,0,2,11,27,1.3757907879607956e-07
D3,2,60,Z3-west,42,0,2,11,29,1.439085650645211e-07
D3,2,61,Z3-west,42,0,2,11,29,1.2578908581417636e-07
D3,2,62,Z3-west,45,0,2,12,31,3.7669212815671926e-07
D3,2,63,Z3-west,41,0,2,11,28,1.0974259367912964e-07
D3,2,64,Z4-center,59,1,6,17,35,9.805280853925069e-08
D3,2,65,Z4-center,55,1,5,16,33,9.4344173362515e-08
D3,2,66,Z4-center,58,1,6,17,34,9.594532457413152e-08
D3,2,67,Z4-center,58,1,6,17,34,9.15063083084533e-08
D3,2,68,Z4-center,63,1,6,18,38,9.222792130003654e-08
D3,2,69,Z4-center,62,1,6,18,37,8.710527055200146e-08
D3,2,70,Z4-center,61,1,6,18,36,9.250437926766608e-08
D3,2,71,Z4-center,60,1,6,18,35,1.0321841159566247e-07
D3,2,72,Z4-center,59,1,6,17,35,9.101466247329881e-08
D3,2,73,Z4-center,66,1,6,19,40,7.742372076791071e-08
D3,2,74,Z4-center,62,1,6,18,37,8.158290398796453e-08
D3,2,75,Z4-center,58,1,6,17,34,8.450813027138793e-08
D3,2,76,Z4-center,56,1,6,16,33,8.707032606025678e-08
D3,2,77,Z4-center,55,1,6,16,32,7.984123584492409e-08
D3,2,78,Z4-center,58,1,6,17,34,1.1684591072480544e-07
D3,2,79,Z4-center,60,1,6,18,35,9.404354983644225e-08
D3,3,0,Z0-south,61,1,6,17,37,1.0127921257208072e-07
D3,3,1,Z0-south,62,1,6,18,37,1.0359672586446322e-07
D3,3,2,Z0-south,61,1,6,18,36,9.424896063592314e-08
D3,3,3,Z0-south,61,1,6,17,37,8.840109444463451e-08
D3,3,4,Z0-south,58,1,6,17,34,7.893060427477394e-08
D3,3,5,Z0-south,59,1,6,18,34,1.1330604365866748e-07
D3,3,6,Z0-south,61,1,6,18,36,7.508761257213337e-08
D3,3,7,Z0-south,61,1,6,18,36,1.3815464683375467e-07
D3,3,8,Z0-south,62,1,6,18,37,9.958709057400483e-08
D3,3,9,Z0-south,62,1,6,18,37,1.1936985799820832e-07
D3,3,10,Z0-south,63,1,6,18,38,7.694987402828701e-08
D3,3,11,Z0-south,63,1,6,18,38,1.1228532059703866e-07
D3,3,12,Z0-south,63,1,6,18,38,7.889300945862487e-08
D3,3,13,Z0-south,66,1,7,20,38,8.417850949626882e-08
D3,3,14,Z0-south,59,1,6,17,35,1.3884879024317343e-07
D3,3,15,Z0-south,61,1,7,19,34,8.411468144231549e-08
D3,3,16,Z1-east,58,1,6,17,34,7.839858540137357e-08
D3,3,17,Z1-east,59,1,6,18,34,7.877152796709197e-08
D3,3,18,Z1-east,59,1,6,17,35,8.183790356497411e-08
D3,3,19,Z1-east,58,1,6,17,34,1.0459680055419085e-07
D3,3,20,Z1-east,58,1,6,17,34,1.0592417254429165e-07
D3,3,21,Z1-east,50,1,5,14,30,8.178678712056353e-08
D3,3,22,Z1-east,46,1,5,13,27,9.46178886351845e-08
D3,3,23,Z1-east,47,1,5,13,28,1.0272209749473404e-07
D3,3,24,Z1-east,46,1,5,13,27,8.761644920696199e-08
D3,3,25,Z1-east,46,1,5,13,27,7.459484407945638e-08
D3,3,26,Z1-east,47,1,5,13,28,8.977001897392256e-08
D3,3,27,Z1-east,49,1,5,14,29,9.621543739513072e-08
D3,3,28,Z1-east,47,1,5,14,27,1.1510920927548796e-07
D3,3,29,Z1-east,47,1,5,14,27,9.855470040065484e-08
D3,3,30,Z1-east,47,1,6,14,26,7.937765644783212e-08
D3,3,31,Z1-east,48,1,6,14,27,7.38188390414507e-08
D3,3,32,Z2-north,61,1,6,18,36,8.474901136423796e-08
D3,3,33,Z2-north,65,1,6,19,39,9.476963214183343e-08
D3,3,34,Z2-north,58,1,6,17,34,1.1790496046160115e-07
D3,3,35,Z2-north,65,1,6,19,39,7.228950948956481e-08
D3,3,36,Z2-north,65,1,6,19,39,1.0792304294682253e-07
D3,3,37,Z2-north,63,1,6,18,38,1.0242121817327643e-07
D3,3,38,Z2-north,59,1,6,17,35,8.738612677916535e-08
D3,3,39,Z2-north,63,1,6,18,38,8.570821563580466e-08
D3,3,40,Z2-north,62,1,6,18,37,9.271256828924379e-08
D3,3,41,Z2-north,59,1,6,17,35,1.0328460575692588e-07
D3,3,42,Z2-north,62,1,6,18,37,9.409342993649261e-08
D3,3,43,Z2-north,62,1,6,18,37,1.1302472557872534e-07
D3,3,44,Z2-north,62,1,6,18,37,8.90346001369835e-08
D3,3,45,Z2-north,59,1,6,17,35,7.75385018414454e-08
D3,3,46,Z2-north,64,1,6,19,38,9.835986958250942e-08
D3,3,47,Z2-north,62,1,6,18,37,1.0053265242504494e-07
D3,3,48,Z3-west,62,1,6,18,37,1.0574858322343061e-07
D3,3,49,Z3-west,46,0,3,13,30,9.385989585553034e-08
D3,3,50,Z3-west,49,0,3,14,32,1.0624955848470563e-07
D3,3,51,Z3-west,46,0,3,13,30,1.07241262981006e-07
D3,3,52,Z3-west,45,0,3,13,29,2.235431821873135e-07
D3,3,53,Z3-west,45,0,3,13,29,1.9845144549890392e-07
D3,3,54,Z3-west,41,0,2,11,28,9.736285022654556e-08
D3,3,55,Z3-west,41,0,2,11,28,7.441018823328704e-08
D3,3,56,Z3-west,42,0,2,11,29,1.027774416684224e-07
D3,3,57,Z3-west,46,0,3,13,30,1.2268729676634393e-07
D3,3,58,Z3-west,42,0,2,11,29,1.250794241514086e-07
D3,3,59,Z3-west,40,0,2,11,27,2.8510268634818203e-07
D3,3,60,Z3-west,42,0,2,11,29,1.0767327296434814e-07
D3,3,61,Z3-west,42,0,2,11,29,1.0672312811266238e-07
D3,3,62,Z3-west,42,0,2,11,29,4.973992986379017e-07
D3,3,63,Z3-west,42,0,2,11,29,8.850070543076072e-08
D3,3,64,Z4-center,59,1,6,17,35,9.482795348958462e-08
D3,3,65,Z4-center,59,1,6,17,35,1.0259572036375175e-07
D3,3,66,Z4-center,59,1,6,17,35,7.918939104456513e-08
D3,3,67,Z4-center,58,1,6,17,34,9.468391226619133e-08
D3,3,68,Z4-center,57,1,5,16,35,9.747587625952292e-08
D3,3,69,Z4-center,63,1,6,18,38,7.548897684728217e-08
D3,3,70,Z4-center,62,1,6,18,37,8.305128318397692e-08
D3,3,71,Z4-center,62,1,6,18,37,1.164096943284676e-07
D3,3,72,Z4-center,59,1,6,17,35,8.46632843831685e-08
D3,3,73,Z4-center,66,1,6,19,40,7.664296930443015e-08
D3,3,74,Z4-center,68,1,7,20,40,9.845522441764842e-08
D3,3,75,Z4-center,56,1,6,16,33,9.115363042155877e-08
D3,3,76,Z4-center,55,1,6,16,32,8.868497758385274e-08
D3,3,77,Z4-center,59,1,6,17,35,8.772377668719855e-08
D3,3,78,Z4-center,60,1,6,17,36,1.0775953285246942e-07
D3,3,79,Z4-center,60,1,6,18,35,1.000856784116877e-07
D3,4,0,Z0-south,57,1,6,16,34,1.0811363182483547e-07
D3,4,1,Z0-south,61,1,6,18,36,1.0154059992828479e-07
D3,4,2,Z0-south,61,1,6,18,36,9.424896063592314e-08
D3,4,3,Z0-south,61,1,6,17,37,8.840109444463451e-08
D3,4,4,Z0-south,58,1,6,17,34,7.893060427477394e-08
D3,4,5,Z0-south,60,1,6,18,35,1.052717735205988e-07
D3,4,6,Z0-south,61,1,6,18,36,7.508761257213337e-08
D3,4,7,Z0-south,62,1,6,18,37,1.29450171471035e-07
D3,4,8,Z0-south,63,1,6,18,38,9.475930795588283e-08
D3,4,9,Z0-south,62,1,6,18,37,1.1936985799820832e-07
D3,4,10,Z0-south,65,1,6,19,39,7.961030945580205e-08
D3,4,11,Z0-south,62,1,6,18,37,9.928027111527626e-08
D3,4,12,Z0-south,64,1,6,18,39,7.398065093866535e-08
D3,4,13,Z0-south,64,1,6,19,38,9.724045213488353e-08
