condition,fold,test_zone,repeat_in_fold,geometry_seed,theta_hat,theta_abs_error,test_nrmse,amplitude_rms_db,phase_rms_deg,test_squared_error,test_truth_energy,theta_lower_bound,theta_upper_bound
D0,0,Z0-south,62,2,1.0003486414614904,0.00034864146149038433,0.0001337711857951866,0.0008577778369000787,0.004781419777800735,3.899322454491605e-10,0.021790339513437923,0,0
D0,0,Z0-south,63,3,1.001782973992452,0.001782973992451975,0.0006843857101273208,0.004388633229527216,0.02446315886271769,1.020624202952922e-08,0.021790339513437923,0,0
D0,0,Z0-south,64,4,0.9996977707543576,0.0003022292456423825,0.00011594227911386988,0.0007434414963275957,0.004144081820069038,2.929190813039663e-10,0.021790339513437923,0,0
D0,0,Z0-south,65,0,1.0015003964991243,0.0015003964991242569,0.0005758747010512767,0.003692777768314835,0.02058430377305927,7.226366711273304e-09,0.021790339513437923,0,0
D0,0,Z0-south,66,1,0.9979198925336846,0.002080107466315373,0.0007975861459844685,0.005114024261620363,0.02850643461012109,1.3861786336525048e-08,0.021790339513437923,0,0
D0,0,Z0-south,67,2,0.9969397673457912,0.00306023265420885,0.0011730826602601662,0.007521473922351983,0.041925893184451814,2.9986185809055084e-08,0.021790339513437923,0,0
D0,0,Z0-south,68,3,1.001207269677555,0.0012072696775549119,0.000463330637479951,0.0029710700750391478,0.01656134708212034,4.677847228227143e-09,0.021790339513437923,0,0
D0,0,Z0-south,69,4,0.9990315146983157,0.0009684853016842521,0.0003714653855207013,0.0023818581032478497,0.01327690582632905,3.006773394508626e-09,0.021790339513437923,0,0
D0,0,Z0-south,70,0,0.9976131992362487,0.0023868007637513067,0.0009151055225776908,0.005867498142292388,0.03270640743461522,1.8247625093987224e-08,0.021790339513437923,0,0
D0,0,Z0-south,71,1,1.0005625139913845,0.0005625139913845167,0.00021584528748051652,0.0013840673102066365,0.007715062344618859,1.0151942269546764e-09,0.021790339513437923,0,0
D0,0,Z0-south,72,2,0.9993894153751676,0.0006105846248324331,0.0002342147107368749,0.0015018124232357912,0.008371378294397786,1.1953424290392477e-09,0.021790339513437923,0,0
D0,0,Z0-south,73,3,1.0013284014304453,0.001328401430445325,0.0005098361421338564,0.003269293096236216,0.01822370693377631,5.664025963596832e-09,0.021790339513437923,0,0
D0,0,Z0-south,74,4,1.0004789839264383,0.00047898392643830334,0.00018378926661202243,0.0011785115652559021,0.006569253311020144,7.360448638824994e-10,0.021790339513437923,0,0
D0,0,Z0-south,75,0,1.0008593237885206,0.0008593237885206051,0.00032976286211408443,0.002114558539928777,0.011786970232740904,2.36955877044946e-09,0.021790339513437923,0,0
D0,0,Z0-south,76,1,1.0016607076666935,0.0016607076666934617,0.00063743281614579,0.004087534159902739,0.022784764290029017,8.85386371852139e-09,0.021790339513437923,0,0
