group,repeat,depth_repeat,theta_hat,theta_abs_error,test_complex_nrmse,test_amplitude_rms_db,test_phase_rms_deg,theta_ci_covers_truth
SIM-A,68,,1.003139796426482,0.0031397964264821,0.000549109420353462,0.002683440830502567,0.02513057338584652,1
SIM-A,69,,0.9974784721798968,0.0025215278201031754,0.00043988619848832404,0.002149387101878141,0.020130227179603097,1
SIM-A,70,,0.9979343974826675,0.0020656025173324544,0.0003604211905530014,0.001761120650173436,0.016493831399417964,1
SIM-A,71,,1.0011679466299541,0.0011679466299541197,0.0002040815698319843,0.0009972766933157363,0.009339749576443436,1
SIM-A,72,,0.9969736367960129,0.0030263632039870814,0.0005278387964838489,0.0025791148916005347,0.024154966015910682,1
SIM-A,73,,0.9955433296042017,0.0044566703957983345,0.0007768156475444914,0.0037955410532407967,0.035547895894763495,1
SIM-A,74,,0.9961227608118842,0.0038772391881157775,0.0006759904336760102,0.00330294815961694,0.030934294796002,1
SIM-A,75,,1.0100766393467402,0.01007663934674019,0.0017676625393014851,0.008639997225232607,0.08090655242072108,0
SIM-A,76,,1.0064607923611897,0.006460792361189682,0.001131560722912076,0.005530298755386783,0.05178944090607321,1
SIM-A,77,,0.9953709287964401,0.004629071203559931,0.0008068047257219831,0.003942053779248997,0.03692013268020968,1
