group,repeat,depth_repeat,theta_hat,theta_abs_error,test_complex_nrmse,test_amplitude_rms_db,test_phase_rms_deg,theta_ci_covers_truth
SIM-A,47,,0.9995675370902882,0.0004324629097117727,7.551341442370039e-05,0.00036899403102277103,0.0034557762712378844,1
SIM-A,48,,0.9997089778161348,0.0002910221838652305,5.081925992756964e-05,0.000248327616054812,0.0023256841338861463,1
SIM-A,49,,0.9926506765300003,0.0073493234699997245,0.0012793912009338782,0.0062507595045915776,0.058543728578901166,0
SIM-A,50,,0.994367423149069,0.005632576850930993,0.0009812741451578197,0.004794410119410519,0.044903340963973117,1
SIM-A,51,,1.0084602019049291,0.008460201904929132,0.0014830477848001519,0.007248524391471494,0.06787817932607201,0
SIM-A,52,,0.9965534512728864,0.0034465487271135853,0.0006010139175799425,0.002936634216569567,0.027503436649585867,1
SIM-A,53,,0.9974759638323459,0.0025240361676540646,0.0004403233001474824,0.002151522761278888,0.02015022923958631,1
SIM-A,54,,0.9975750766383605,0.002424923361639464,0.0004230512873228476,0.0020671322900647736,0.019359849419479876,1
SIM-A,55,,0.9983662949085433,0.0016337050914566609,0.00028511472008258156,0.0013931655481373329,0.013047689262726932,1
SIM-A,56,,1.0044023236389834,0.0044023236389834075,0.0007703367136126742,0.003764677267620082,0.03525589260430801,1
SIM-A,57,,0.9997988370226562,0.00020116297734384947,3.512913442152568e-05,0.00017165839812037644,0.0016076459231870906,1
SIM-A,58,,0.996756642296252,0.003243357703747951,0.0005656316654504968,0.0027637642607364257,0.0258843611213221,1
SIM-A,59,,0.9993419949790157,0.0006580050209843424,0.00011488448941002704,0.0005613766284761391,0.0052575268340218535,1
SIM-A,60,,1.0022504554529736,0.002250455452973643,0.0003934213667438026,0.0019225665852770938,0.018005120520106364,1
SIM-A,61,,1.0009858915932375,0.0009858915932374757,0.00017225632938333557,0.00084175392660123,0.007883253833248966,1
SIM-A,62,,1.004706635799105,0.004706635799105019,0.0008236967975964621,0.004025482682249082,0.037698174359642816,1
SIM-A,63,,0.9956296864923238,0.004370313507676249,0.0007617921803753199,0.0037221429702520782,0.03486045111269401,1
SIM-A,64,,0.9989661287709664,0.001033871229033645,0.00018047909358475894,0.0008818932433331863,0.008259326670672796,1
SIM-A,65,,1.0029292774326146,0.0029292774326146187,0.0005122449587655196,0.0025032747314118163,0.023443363340017818,1
SIM-A,66,,0.997834596892184,0.0021654031078159885,0.00037781854890645743,0.001846124907017798,0.017289955563976188,1
SIM-A,67,,1.008706603234776,0.008706603234776011,0.0015264068291292402,0.0074604966871296965,0.06986292529130729,0
